com.samsung.shealth.tracker.pedometer_step_count,6307003,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
10625,4,0,15,2025-12-06 19:04:00.000,,,2025-12-06 19:05:27.205,2025-12-06 19:05:27.205,15,0.9166667,9.74,0.51,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:05:00.000,adee60cf-31df-4f69-a95b-a239fe69c8f9,
32482,4,0,61,2025-12-06 19:05:00.000,,,2025-12-06 19:06:56.303,2025-12-06 19:05:27.302,61,1.4450765,46.940002,1.8199999,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:06:00.000,7184a547-ca01-4be1-8542-30a793c2b21c,
58291,4,0,105,2025-12-06 19:06:00.000,,,2025-12-06 19:06:59.971,2025-12-06 19:06:56.612,105,1.3269615,77.350006,3.2199998,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:07:00.000,40f5000f-a5a6-44d2-ba1e-5a180d3209f6,
46337,4,0,79,2025-12-06 19:07:00.000,,,2025-12-06 19:08:08.817,2025-12-06 19:07:04.181,79,1.2122014,56.170002,2.3799999,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:08:00.000,2fa740e7-27cc-43f7-bd9f-dd47c2a9ed9c,
54316,4,0,90,2025-12-06 19:08:00.000,,,2025-12-06 19:09:11.181,2025-12-06 19:08:09.087,90,1.1666735,63.370003,2.6999998,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:09:00.000,f2f37308-4aa5-4791-9a95-91252afa8e7a,
37836,4,0,69,2025-12-06 19:09:00.000,,,2025-12-06 19:10:06.540,2025-12-06 19:09:11.303,69,1.3286157,50.270004,1.9699997,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:10:00.000,9ac52bc9-b20a-42d1-b68f-38f0765d98ba,
38026,4,0,81,2025-12-06 19:10:00.000,,,2025-12-06 19:13:04.409,2025-12-06 19:10:07.172,81,1.6141324,61.379997,2.5999994,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:11:00.000,dd196647-b4e0-443f-8330-d48dfd942525,
21160,4,0,44,2025-12-06 19:11:00.000,,,2025-12-06 19:13:04.632,2025-12-06 19:13:04.632,44,1.6388888,34.68,1.31,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:12:00.000,d90b88e6-37d7-41ca-980a-8b02f1e92a2d,
10238,4,0,19,2025-12-06 19:15:00.000,,,2025-12-06 19:16:36.491,2025-12-06 19:16:36.491,19,1.3888888,14.22,0.59,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:16:00.000,8b6259e6-b075-461d-ae7f-08434c5e84ef,
8836,4,0,17,2025-12-06 19:19:00.000,,,2025-12-06 19:21:40.042,2025-12-06 19:21:40.042,17,1.4722221,13.01,0.54,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:20:00.000,f68fcec8-f1f1-42f5-ac40-d3fb2e76b3b5,
20643,4,0,31,2025-12-06 19:20:00.000,,,2025-12-06 19:21:40.132,2025-12-06 19:21:40.132,31,1.0555556,21.79,1.04,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:21:00.000,68bcbff9-6d63-487d-abc0-dad49fbcaed0,
16882,4,0,35,2025-12-06 19:31:00.000,,,2025-12-06 19:32:20.637,2025-12-06 19:32:20.637,35,1.6111113,27.2,1.02,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:32:00.000,487def3d-8a11-4e55-a8c0-006716905897,
34610,4,0,61,2025-12-06 19:32:00.000,,,2025-12-06 19:32:37.560,2025-12-06 19:32:20.868,61,1.2842948,44.450005,1.8399993,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:33:00.000,c508dbc1-8f3e-452d-bd9a-7bb5219d7be4,
42139,4,0,78,2025-12-06 19:33:00.000,,,2025-12-06 19:34:06.381,2025-12-06 19:33:23.034,78,1.416968,59.709972,2.2899985,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:34:00.000,5fdfad62-c4a1-43dd-b6aa-0ab5e5d64016,
54788,4,0,102,2025-12-06 19:34:00.000,,,2025-12-06 19:34:59.628,2025-12-06 19:34:07.606,102,1.4325907,78.49,3.0799985,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:35:00.000,277565f5-3a60-492a-8d16-103834497070,
28014,4,0,50,2025-12-06 19:35:00.000,,,2025-12-06 19:35:58.280,2025-12-06 19:35:00.309,50,1.343936,37.649998,1.4999994,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:36:00.000,20e3249b-da82-4ba4-9fd1-77a36c197f35,
10770,4,0,20,2025-12-06 19:50:00.000,,,2025-12-06 19:51:26.807,2025-12-06 19:51:26.807,20,1.3611112,14.66,0.58,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:51:00.000,c0565f02-46e9-4abf-9abb-e3c4648f320c,
11895,4,0,21,2025-12-06 19:51:00.000,,,2025-12-06 19:52:58.733,2025-12-06 19:51:31.628,21,1.3055837,15.53,0.65,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:52:00.000,c5e452ac-436c-4b7c-8fc5-cc6184460e8d,
9984,4,0,21,2025-12-06 19:52:00.000,,,2025-12-06 19:52:58.942,2025-12-06 19:52:58.942,21,1.6666666,16.64,0.62,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:53:00.000,69bf44a2-9abb-4d6a-b6ee-53813392307c,
26355,4,0,48,2025-12-06 19:53:00.000,,,2025-12-06 19:54:59.257,2025-12-06 19:53:10.783,48,1.3807214,36.39,1.47,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:54:00.000,c5d831aa-80b8-4be7-92cb-1720c9489495,
11310,4,0,19,2025-12-06 19:55:00.000,,,2025-12-06 19:56:08.063,2025-12-06 19:56:08.063,19,1.1944444,13.51,0.62,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:56:00.000,c17b0d3d-f755-4319-9972-9839305e08e1,
41534,4,0,70,2025-12-06 19:56:00.000,,,2025-12-06 19:57:56.571,2025-12-06 19:56:08.252,70,1.2098281,50.25,2.1799998,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:57:00.000,1fca2a18-6add-45db-9d32-8522ffebe649,
58505,4,0,102,2025-12-06 19:57:00.000,,,2025-12-06 19:57:59.763,2025-12-06 19:57:56.734,102,1.2807249,74.93001,3.07,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:58:00.000,1363ad41-504f-4908-ac2f-c420ce8b04a6,
58239,4,0,107,2025-12-06 19:58:00.000,,,2025-12-06 19:59:07.343,2025-12-06 19:58:00.323,107,1.3944207,81.20997,3.2099981,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 19:59:00.000,4797eb6d-94c1-4ae8-9f93-4f54168d519f,
8846,4,0,17,2025-12-06 19:59:00.000,,,2025-12-06 20:01:49.529,2025-12-06 19:59:07.535,17,1.4616268,12.93,0.51,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:00:00.000,731d096b-70a9-42ef-aada-c666005de456,
26147,4,0,47,2025-12-06 20:02:00.000,,,2025-12-06 20:02:33.687,2025-12-06 20:02:32.904,47,1.30185,34.04,1.4399999,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:03:00.000,5e8afc29-5cfb-444f-9b3c-29fe7aa05e1c,
41644,4,0,83,2025-12-06 20:03:00.000,,,2025-12-06 20:06:45.713,2025-12-06 20:06:45.713,83,1.5555556,64.78,2.54,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:04:00.000,b043ed33-cce6-4237-a453-92fc0ab0c489,
53348,4,0,94,2025-12-06 20:04:00.000,,,2025-12-06 20:06:45.767,2025-12-06 20:06:45.767,94,1.3055556,69.65,2.88,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:05:00.000,0ee61fe6-cf41-4caf-a402-2def9e4eeda9,
30397,4,0,54,2025-12-06 20:05:00.000,,,2025-12-06 20:06:45.832,2025-12-06 20:06:45.832,54,1.3333334,40.53,1.62,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:06:00.000,beb84ce4-7c1d-4c0e-ac7b-0b56abe66fb9,
5826,4,0,10,2025-12-06 20:06:00.000,,,2025-12-06 20:06:45.880,2025-12-06 20:06:45.880,10,1.1944444,6.96,0.33,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:07:00.000,53bc2fcb-9b46-4b19-b874-15c557c6412a,
8152,4,0,11,2025-12-06 20:07:00.000,,,2025-12-06 20:07:16.400,2025-12-06 20:07:16.400,11,0.8611111,7.02,0.39,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:08:00.000,6df63927-14d6-4e14-bad9-96492ae4267c,
48064,4,0,73,2025-12-06 20:08:00.000,,,2025-12-06 20:12:53.014,2025-12-06 20:12:53.014,73,1.0277778,49.4,2.22,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:09:00.000,d471f63f-2619-4823-951a-aee82c959d39,
40341,4,0,74,2025-12-06 20:09:00.000,,,2025-12-06 20:12:53.075,2025-12-06 20:12:53.075,74,1.3888888,56.03,2.3,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:10:00.000,bf3326c8-f3cd-49e4-93fb-00b2d9709dd4,
10500,4,0,19,2025-12-06 20:10:00.000,,,2025-12-06 20:12:53.116,2025-12-06 20:12:53.116,19,1.3333334,14.0,0.63,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:11:00.000,96898665-405c-4fbf-b686-da9a24a6d7f1,
13655,4,0,23,2025-12-06 20:11:00.000,,,2025-12-06 20:12:53.280,2025-12-06 20:12:53.280,23,1.2222222,16.69,0.72,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:12:00.000,7866cf20-f26c-4469-9947-713d40610044,
27282,4,0,52,2025-12-06 20:12:00.000,,,2025-12-06 20:12:53.348,2025-12-06 20:12:53.348,52,1.4166666,38.65,1.56,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:13:00.000,3c1d206a-8522-4d7a-a94f-8378d65e00e9,
28935,4,0,56,2025-12-06 20:13:00.000,,,2025-12-06 20:15:00.261,2025-12-06 20:15:00.261,56,1.4722222,42.6,1.67,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:14:00.000,8079ea09-feb5-4ef4-a051-3fd06ce386b9,
39920,4,0,78,2025-12-06 20:14:00.000,,,2025-12-06 20:15:00.386,2025-12-06 20:15:00.386,78,1.5,59.88,2.37,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:15:00.000,afb0b7c9-11c7-4300-8fdb-cee61cd56f83,
33178,4,0,66,2025-12-06 20:15:00.000,,,2025-12-06 20:19:18.530,2025-12-06 20:19:18.530,66,1.5277779,50.69,2.02,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:16:00.000,ca90b59a-bfbc-4644-844a-b71cfe1ade8e,
33578,4,0,73,2025-12-06 20:16:00.000,,,2025-12-06 20:19:18.598,2025-12-06 20:19:18.598,73,1.7222222,57.83,2.14,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:17:00.000,fd278639-86ea-4232-99bd-4f9cd691880e,
39015,4,0,78,2025-12-06 20:17:00.000,,,2025-12-06 20:19:18.646,2025-12-06 20:19:18.646,78,1.5555556,60.69,2.37,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:18:00.000,dd108d08-fc02-4d37-9e5a-caa7e9200055,
26720,4,0,49,2025-12-06 20:18:00.000,,,2025-12-06 20:19:18.714,2025-12-06 20:19:18.714,49,1.3611112,36.37,1.47,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:19:00.000,8e82f9b9-b6f8-41df-b217-0229bc865e0c,
31531,4,3,61,2025-12-06 20:19:00.000,,,2025-12-06 20:22:28.726,2025-12-06 20:19:18.768,64,1.5305285,48.260002,2.2499998,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:20:00.000,b6adc219-fc65-4a7f-bcfb-046ba2eef63e,
28440,4,0,48,2025-12-06 20:21:00.000,,,2025-12-06 20:22:28.786,2025-12-06 20:22:28.786,48,1.1944444,33.97,1.44,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:22:00.000,7ab123eb-e04a-48f2-b6d4-5d5d34fa2bad,
16969,4,0,24,2025-12-06 20:22:00.000,,,2025-12-06 20:24:32.624,2025-12-06 20:22:28.838,24,0.947598,16.08,0.73999995,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:23:00.000,677f3d19-c96d-4be4-9549-b567c058ec8f,
24497,4,0,40,2025-12-06 20:23:00.000,,,2025-12-06 20:24:32.751,2025-12-06 20:24:32.751,40,1.1666666,28.58,1.21,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:24:00.000,ac3ca3f9-aacc-4b1f-98d7-2753607c3278,
22590,4,0,43,2025-12-06 20:24:00.000,,,2025-12-06 20:24:32.820,2025-12-06 20:24:32.820,43,1.4444444,32.63,1.37,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:25:00.000,25317afb-5428-445b-a810-12a0b4487bad,
30504,4,0,69,2025-12-06 20:25:00.000,,,2025-12-06 20:29:53.360,2025-12-06 20:29:53.360,69,1.7777778,54.23,2.09,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:26:00.000,2790f74b-ac20-45a3-aeb8-e254a7932d5d,
6786,4,0,11,2025-12-06 20:29:00.000,,,2025-12-06 20:29:53.518,2025-12-06 20:29:53.518,11,1.1111112,7.54,0.38,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:30:00.000,8a428671-f159-480d-bfee-b365cd88b940,
12002,4,0,22,2025-12-06 20:30:00.000,,,2025-12-06 20:35:00.278,2025-12-06 20:35:00.278,22,1.3888888,16.67,0.66,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:31:00.000,f9542460-52c6-4489-9354-30938a7ad5c1,
35192,4,0,52,2025-12-06 20:31:00.000,,,2025-12-06 20:35:00.354,2025-12-06 20:35:00.354,52,1.0277778,36.17,1.62,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:32:00.000,a993284f-c584-41f3-9b9b-587f8f063fe6,
45442,4,0,65,2025-12-06 20:32:00.000,,,2025-12-06 20:35:00.429,2025-12-06 20:35:00.429,65,0.9722222,44.18,1.9,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:33:00.000,53d364bb-906e-4c21-b206-8d90695c904b,
50501,4,0,97,2025-12-06 20:33:00.000,,,2025-12-06 20:35:00.518,2025-12-06 20:35:00.518,97,1.4722222,74.35,2.87,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:34:00.000,89ffe6b7-e783-453b-ab27-edbbf811d9db,
37156,4,0,66,2025-12-06 20:34:00.000,,,2025-12-06 20:35:00.564,2025-12-06 20:35:00.564,66,1.3055556,48.51,2.07,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:35:00.000,bae1f8cb-ad55-4ed3-a823-1f137beb071d,
53146,4,0,92,2025-12-06 20:35:00.000,,,2025-12-06 20:37:30.972,2025-12-06 20:37:30.972,92,1.2777778,67.91,2.8,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:36:00.000,c44e102b-d105-4d2c-a86f-456924cee754,
35100,4,0,59,2025-12-06 20:36:00.000,,,2025-12-06 20:37:31.116,2025-12-06 20:37:31.116,59,1.1666666,40.95,1.79,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:37:00.000,38ed406d-3b12-4347-a1e8-a4ed431a6e21,
5132,4,0,7,2025-12-06 20:37:00.000,,,2025-12-06 20:37:38.094,2025-12-06 20:37:36.523,7,1.0346586,5.3100004,0.18,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:38:00.000,40a2cb58-00b1-428e-b303-da5428b31664,
10877,4,0,18,2025-12-06 20:42:00.000,,,2025-12-06 20:47:35.256,2025-12-06 20:47:35.256,18,1.1666666,12.69,0.56,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:43:00.000,910b6688-7736-492d-bdbd-b1c071b914bb,
47988,4,0,76,2025-12-06 20:43:00.000,,,2025-12-06 20:47:35.353,2025-12-06 20:47:35.353,76,1.1111112,53.32,2.38,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:44:00.000,91f3aab6-176f-4765-b709-7bb909b8c898,
17432,4,0,32,2025-12-06 20:44:00.000,,,2025-12-06 20:47:35.533,2025-12-06 20:47:35.533,32,1.4444444,25.18,0.98,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:45:00.000,37b800dd-68d4-460d-97ef-b454d80ec953,
35389,4,0,71,2025-12-06 20:45:00.000,,,2025-12-06 20:47:35.643,2025-12-06 20:47:35.643,71,1.5555556,55.05,2.31,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:46:00.000,0461513a-65fb-423a-b6df-f488dd636575,
26104,4,0,45,2025-12-06 20:46:00.000,,,2025-12-06 20:47:35.695,2025-12-06 20:47:35.695,45,1.25,32.63,1.42,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:47:00.000,6f077772-0181-4fa7-8a8b-5a820a0cfdb0,
7690,4,0,11,2025-12-06 20:47:00.000,,,2025-12-06 20:47:42.649,2025-12-06 20:47:42.649,11,1.0,7.69,0.31,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:48:00.000,9d7739d7-29cd-4053-a77a-81cbf5a6fc1a,
41994,4,0,71,2025-12-06 20:48:00.000,,,2025-12-06 20:48:57.790,2025-12-06 20:48:04.726,71,1.2096736,50.8,2.14,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 20:49:00.000,f7c2fefa-e1a9-45f1-b41b-185260cb6080,
6587,4,0,12,2025-12-06 21:45:00.000,,,2025-12-06 21:45:20.014,2025-12-06 21:45:19.289,12,1.3055556,8.6,0.39000002,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 21:46:00.000,21e5cde8-1fde-478c-aeb8-511d2123b0f1,
23937,4,1,40,2025-12-06 21:46:00.000,,,2025-12-06 21:46:49.473,2025-12-06 21:46:26.935,41,1.251604,29.960001,1.44,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 21:47:00.000,d5bac348-58e0-492c-a44f-8d8a770eb81e,
11340,4,0,17,2025-12-06 21:47:00.000,,,2025-12-06 21:48:43.564,2025-12-06 21:48:43.564,17,1.0000001,11.34,0.53,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 21:48:00.000,a24e86a9-1d7c-4dc9-a7ff-f43c2123749d,
39081,4,0,85,2025-12-06 21:48:00.000,,,2025-12-06 21:50:25.447,2025-12-06 21:48:43.684,85,1.6913538,66.1,2.62,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 21:49:00.000,a3a14a3e-331d-4cfe-946f-a0a2aa76f189,
60000,4,0,108,2025-12-06 21:49:00.000,,,2025-12-06 21:50:25.612,2025-12-06 21:50:25.612,108,1.3529999,81.18,3.24,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 21:50:00.000,9f174984-7f61-45ef-9412-67a931bea4f8,
43353,4,16,75,2025-12-06 21:50:00.000,,,2025-12-06 21:50:50.943,2025-12-06 21:50:25.644,91,1.6501634,71.54,3.1899996,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 21:51:00.000,87bc8b4c-2668-496f-9a4b-345fb8a3c02a,
4863,4,0,10,2025-12-06 21:52:00.000,,,2025-12-06 21:52:27.266,2025-12-06 21:52:27.266,10,1.6388888,7.97,0.3,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 21:53:00.000,27b0d7be-549d-4293-a756-fa2908c9dd72,
4417,4,0,10,2025-12-06 22:19:00.000,,,2025-12-06 22:34:59.258,2025-12-06 22:34:59.258,10,1.75,7.73,0.37,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 22:20:00.000,b453455d-b71b-41b1-9c4f-bf04fa9b0945,
9434,4,0,12,2025-12-06 22:28:00.000,,,2025-12-06 22:34:59.357,2025-12-06 22:34:59.357,12,0.8055556,7.6,0.57,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 22:29:00.000,3edd0e88-21fe-4501-93ab-1a9245dd8e6f,
43675,4,0,80,2025-12-06 22:38:00.000,,,2025-12-06 22:39:08.780,2025-12-06 22:39:08.780,80,1.3888888,60.66,2.44,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 22:39:00.000,90aeed95-167e-47ab-8d15-a6cffa32fcd1,
13735,4,0,24,2025-12-06 22:39:00.000,,,2025-12-06 22:39:14.508,2025-12-06 22:39:08.903,24,1.2937049,17.769999,0.7199999,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 22:40:00.000,d2d3ef1a-8363-4d7f-8a1d-30197c20b491,
23199,4,7,45,2025-12-06 22:56:00.000,,,2025-12-06 22:57:43.508,2025-12-06 22:56:15.804,52,1.7681344,41.02,1.6500001,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 22:57:00.000,cf72d34f-e814-4e28-a24b-1d98315a32e0,
11661,4,0,24,2025-12-06 22:57:00.000,,,2025-12-06 23:05:05.499,2025-12-06 22:57:43.758,24,1.6069416,18.74,0.79999995,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 22:58:00.000,2265391d-e704-4c12-89f7-7268e16ea64d,
11031,4,10,12,2025-12-06 22:58:00.000,,,2025-12-06 23:05:06.039,2025-12-06 23:05:06.039,22,1.5555556,17.16,0.93,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 22:59:00.000,a09ef841-2875-4f32-babd-616a5c5f2ed8,
19127,4,0,37,2025-12-06 22:59:00.000,,,2025-12-06 23:05:06.383,2025-12-06 23:05:06.383,37,1.4722222,28.16,1.15,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:00:00.000,9a996438-52e7-45c4-b30b-ae18452ee030,
4222,4,0,8,2025-12-06 23:00:00.000,,,2025-12-06 23:05:06.669,2025-12-06 23:05:06.669,8,1.3333334,5.63,0.3,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:01:00.000,ddfc39c9-7c18-4e42-bbf3-f83384334e2d,
6672,4,0,14,2025-12-06 23:01:00.000,,,2025-12-06 23:05:06.761,2025-12-06 23:05:06.761,14,1.6666666,11.12,0.43,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:02:00.000,2235e26c-555c-40ff-a496-065a8fcaa4b8,
20832,4,4,41,2025-12-06 23:02:00.000,,,2025-12-06 23:05:06.827,2025-12-06 23:05:06.827,45,1.6944444,35.3,1.59,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:03:00.000,37c512d1-e207-4214-b3e3-257d1363626e,
13465,4,0,26,2025-12-06 23:03:00.000,,,2025-12-06 23:05:06.870,2025-12-06 23:05:06.870,26,1.4444444,19.45,0.87,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:04:00.000,c2ebbaac-bb11-4b68-86aa-e1540fba49a8,
16660,4,6,27,2025-12-06 23:04:00.000,,,2025-12-06 23:05:06.923,2025-12-06 23:05:06.923,33,1.5,24.99,1.24,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:05:00.000,06306c3e-846e-4e0f-ba89-5c76e27ef85d,
16497,4,0,32,2025-12-06 23:05:00.000,,,2025-12-06 23:06:00.784,2025-12-06 23:06:00.784,32,1.4444444,23.83,1.08,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:06:00.000,3626b38b-61e2-4aa5-9012-2a6d9ab2f226,
7843,4,0,11,2025-12-06 23:06:00.000,,,2025-12-06 23:06:03.113,2025-12-06 23:06:02.689,11,0.91921645,7.21,0.35,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:07:00.000,4f318426-ddb4-4ec5-84b6-ca7a9ec59126,
13200,4,0,26,2025-12-06 23:07:00.000,,,2025-12-06 23:11:21.910,2025-12-06 23:11:21.910,26,1.4166666,18.7,0.95,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:08:00.000,0aa61dd5-f7c7-4c5c-beb7-a42d454b8e7a,
17394,4,0,38,2025-12-06 23:08:00.000,,,2025-12-06 23:11:22.302,2025-12-06 23:11:22.302,38,1.75,30.44,1.14,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:09:00.000,058e1c93-d2d0-44d5-844b-e779a61a62ab,
25658,4,0,36,2025-12-06 23:09:00.000,,,2025-12-06 23:11:22.450,2025-12-06 23:11:22.450,36,0.9166667,23.52,1.18,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:10:00.000,985b652c-341a-41cb-a155-8463bc198058,
42492,4,0,84,2025-12-06 23:11:00.000,,,2025-12-06 23:12:13.673,2025-12-06 23:11:22.561,84,1.5012227,63.789997,2.6099997,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:12:00.000,d7f5056a-cd49-4788-9ccf-d1312082c7b3,
43754,4,0,89,2025-12-06 23:12:00.000,,,2025-12-06 23:13:07.481,2025-12-06 23:12:13.964,89,1.6220199,70.97,2.6099997,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:13:00.000,76cfa485-f0c1-40f9-8103-99ae09862984,
21610,4,0,48,2025-12-06 23:13:00.000,,,2025-12-06 23:14:08.820,2025-12-06 23:13:07.613,48,1.680163,36.309998,1.62,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:14:00.000,01f3a4d6-201a-4504-a9bb-3d0f73023c5d,
41136,4,0,59,2025-12-06 23:14:00.000,,,2025-12-06 23:14:45.468,2025-12-06 23:14:09.065,59,0.96823305,39.83,1.8999997,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:15:00.000,89ca80f3-2bb5-4535-8e00-cdab3d65cf07,
6189,4,0,12,2025-12-06 23:15:00.000,,,2025-12-06 23:16:02.141,2025-12-06 23:16:02.141,12,1.4444444,8.94,0.4,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-06 23:16:00.000,8455271a-98ca-4cec-9207-d43f5e2b8280,
