com.samsung.shealth.tracker.pedometer_step_count,6307003,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
1894,4,0,4,2025-12-11 23:52:00.000,,,2025-12-11 23:53:06.134,2025-12-11 23:53:06.134,4,1.5833334,3.0,0.12,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-11 23:53:00.000,2561ed91-3b14-407a-a407-7411c6062bde,
19335,4,0,40,2025-12-11 23:54:00.000,,,2025-12-11 23:55:00.005,2025-12-11 23:55:00.005,40,1.5277778,29.54,1.2,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-11 23:55:00.000,db70065b-e443-4e59-9dfe-b3e05427c446,
14025,4,0,25,2025-12-11 23:55:00.000,,,2025-12-11 23:56:33.355,2025-12-11 23:56:33.355,25,1.3333334,18.7,0.76,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-11 23:56:00.000,4b22dce9-6e19-4970-b723-d139ed4ffb99,
42786,4,0,78,2025-12-11 23:56:00.000,,,2025-12-11 23:57:00.636,2025-12-11 23:56:33.711,78,1.3651583,58.409996,2.2699995,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-11 23:57:00.000,9cb7d04a-a2b0-4811-a06a-ef2abe69f277,
18689,4,0,34,2025-12-11 23:57:00.000,,,2025-12-11 23:58:10.881,2025-12-11 23:57:00.905,34,1.3381557,25.01,1.03,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-11 23:58:00.000,7a94922d-b8d9-4f16-83e7-5b2722ea4b23,
24849,4,2,53,2025-12-11 23:58:00.000,,,2025-12-12 00:01:53.415,2025-12-11 23:58:21.634,55,1.7460943,43.39,1.76,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-11 23:59:00.000,4cb75bec-a1da-40be-bd5d-50898642234a,
44745,4,0,83,2025-12-11 23:59:00.000,,,2025-12-12 00:01:53.686,2025-12-12 00:01:53.686,83,1.4166666,63.39,2.57,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:00:00.000,bb20c70d-d4ad-4bee-bc17-7907f533bf27,
27392,4,0,46,2025-12-12 00:07:00.000,,,2025-12-12 00:10:29.429,2025-12-12 00:10:29.429,46,1.25,34.24,1.45,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:08:00.000,41e76e9b-91d7-4bd1-a7b9-0c12f47524fb,
6255,4,0,11,2025-12-12 00:08:00.000,,,2025-12-12 00:10:29.481,2025-12-12 00:10:29.481,11,1.3333334,8.34,0.33,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:09:00.000,943aec4d-f653-4846-92c3-bc81d07caf1e,
12384,4,0,15,2025-12-12 00:11:00.000,,,2025-12-12 00:12:18.504,2025-12-12 00:12:18.504,15,1.3888888,17.2,0.88,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:12:00.000,176bcdab-ccfc-4888-ae1a-8cbec7c4d4e5,
32799,4,0,59,2025-12-12 00:12:00.000,,,2025-12-12 00:12:35.479,2025-12-12 00:12:18.553,59,1.3689197,44.900005,1.8099991,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:13:00.000,afff7346-c1aa-46a1-92e3-2706f5cc207d,
34677,4,0,56,2025-12-12 00:17:00.000,,,2025-12-12 00:18:42.286,2025-12-12 00:18:42.286,56,1.1944444,41.42,1.72,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:18:00.000,76f4a010-32fa-4004-a881-1eb2efe4c0f5,
28841,4,0,48,2025-12-12 00:18:00.000,,,2025-12-12 00:18:55.911,2025-12-12 00:18:42.331,48,1.2540915,36.17,1.4999998,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:19:00.000,6a8abd7a-29a9-4b2b-8c5f-c1440d1239e4,
9822,4,6,10,2025-12-12 00:19:00.000,,,2025-12-12 00:20:04.726,2025-12-12 00:20:04.726,16,2.4444444,24.01,1.43,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:20:00.000,b84ec5b6-e4f0-4e4a-ba45-7f51a1d9fc92,
17249,4,0,23,2025-12-12 00:20:00.000,,,2025-12-12 00:32:05.716,2025-12-12 00:20:08.126,23,1.124068,19.39,0.97,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:21:00.000,9091835d-aedc-445f-b7c7-b1269e3545f3,
54844,4,0,87,2025-12-12 00:07:00.000,,,2025-12-12 00:11:32.317,2025-12-12 00:07:12.821,87,1.1116831,60.969997,3.3599997,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:08:00.000,5f271791-ae44-403f-8f81-a3e4471cdbfe,
10656,4,0,19,2025-12-12 00:08:00.000,,,2025-12-12 00:11:32.458,2025-12-12 00:11:32.458,19,1.3888888,14.8,0.57,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:09:00.000,c7d847d4-2b14-462e-8d31-2ab1adee88eb,
15229,4,0,31,2025-12-12 00:11:00.000,,,2025-12-12 00:12:56.492,2025-12-12 00:12:56.492,31,1.5555556,23.69,0.88,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:12:00.000,9b72ec2d-a0b3-4bc7-b936-4c357e1f70fc,
35233,4,0,68,2025-12-12 00:12:00.000,,,2025-12-12 00:12:56.583,2025-12-12 00:12:56.583,68,1.5,52.85,2.03,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:13:00.000,6c8a7133-cbdd-4885-a67f-4070d6da3daa,
33005,4,0,58,2025-12-12 00:17:00.000,,,2025-12-12 00:18:09.595,2025-12-12 00:18:09.595,58,1.3055556,43.09,2.55,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:18:00.000,04fe5e82-08a6-4e2b-b312-e262386d288c,
38381,4,0,69,2025-12-12 00:18:00.000,,,2025-12-12 00:19:23.331,2025-12-12 00:18:09.791,69,1.3438778,51.58,2.08,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:19:00.000,ab28bf05-35ef-4329-b0dd-865f92bcee64,
26241,4,0,53,2025-12-12 00:19:00.000,,,2025-12-12 00:20:49.422,2025-12-12 00:19:24.181,53,1.61422,42.36,1.6399999,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:20:00.000,1b6a72c1-4f06-41c7-a578-6befc40e7356,
25273,4,6,47,2025-12-12 00:20:00.000,,,2025-12-12 00:20:49.793,2025-12-12 00:20:49.793,53,1.6388888,41.42,1.88,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:21:00.000,da17ca01-8ae1-48f9-919c-84ad9ca7b5e7,
40916,4,0,79,2025-12-12 00:21:00.000,,,2025-12-12 00:22:03.760,2025-12-12 00:21:04.797,79,1.4571013,59.620003,2.4699998,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:22:00.000,f6068392-a4db-4957-a7e8-8c0396095bbd,
54195,4,0,102,2025-12-12 00:22:00.000,,,2025-12-12 00:24:37.001,2025-12-12 00:22:04.018,102,1.4399791,78.04,3.06,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:23:00.000,a3361023-bedf-46f6-a1b6-95d70220fd86,
59629,4,0,115,2025-12-12 00:23:00.000,,,2025-12-12 00:24:37.278,2025-12-12 00:24:37.278,115,1.5277778,91.1,3.48,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:24:00.000,226cfd6f-f784-43d7-9a8b-20c6452e3fc9,
58242,4,0,114,2025-12-12 00:24:00.000,,,2025-12-12 00:27:12.361,2025-12-12 00:24:37.364,114,1.5590076,90.80003,3.4199996,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:25:00.000,a9ca61c6-ea16-49e2-82aa-9901e500ff38,
59432,4,0,116,2025-12-12 00:25:00.000,,,2025-12-12 00:27:12.515,2025-12-12 00:27:12.515,116,1.5555556,92.45,3.46,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:26:00.000,7a59f73f-7e5e-4522-8999-d15dcd687e5d,
60000,4,0,117,2025-12-12 00:26:00.000,,,2025-12-12 00:27:12.582,2025-12-12 00:27:12.582,117,1.5419999,92.52,3.55,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:27:00.000,0417f5ae-4ba8-47f7-b233-d300e5a5bb13,
45159,4,0,93,2025-12-12 00:27:00.000,,,2025-12-12 00:28:29.398,2025-12-12 00:27:12.623,93,1.6105316,72.729996,2.8,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:28:00.000,1585c69c-bafb-49f7-877f-81d2df525f40,
28116,4,0,50,2025-12-12 00:21:00.000,,,2025-12-12 00:32:05.772,2025-12-12 00:32:05.772,50,1.3611112,38.27,1.52,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:22:00.000,f68c711a-6b10-400a-ac0a-312be21779a2,
54880,4,0,109,2025-12-12 00:22:00.000,,,2025-12-12 00:32:05.812,2025-12-12 00:32:05.812,109,1.5555556,85.37,3.28,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:23:00.000,aa6ce6f4-9328-4d44-9204-011bfd3f9f8b,
60000,4,0,124,2025-12-12 00:23:00.000,,,2025-12-12 00:32:05.863,2025-12-12 00:32:05.863,124,1.5995001,95.97,3.72,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:24:00.000,71afbb9d-7345-4faa-9b24-99f64b20ed6d,
58033,4,0,112,2025-12-12 00:24:00.000,,,2025-12-12 00:32:05.919,2025-12-12 00:32:05.919,112,1.5,87.05,3.36,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:25:00.000,5ac146da-80ef-4f49-91cd-8705f25ca208,
60000,4,0,144,2025-12-12 00:25:00.000,,,2025-12-12 00:32:05.980,2025-12-12 00:32:05.980,144,1.8706666,112.24,4.32,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:26:00.000,edd5cc72-8765-431e-8071-1836074a48bc,
46806,4,0,89,2025-12-12 00:26:00.000,,,2025-12-12 00:32:06.038,2025-12-12 00:32:06.038,89,1.4722222,68.91,2.67,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:27:00.000,ed3a160d-4a86-43b6-9fe0-38b4304f5b0c,
51094,4,0,103,2025-12-12 00:27:00.000,,,2025-12-12 00:32:06.090,2025-12-12 00:32:06.090,103,1.5833334,80.9,3.11,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:28:00.000,067eb2bd-ad15-4bde-8b6a-a1367f529a20,
60000,4,0,143,2025-12-12 00:28:00.000,,,2025-12-12 00:32:06.175,2025-12-12 00:32:06.175,143,1.8511666,111.07,4.29,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:29:00.000,4e08e480-cf34-4a67-8d7e-9b5147f26d31,
25200,4,0,47,2025-12-12 00:29:00.000,,,2025-12-12 00:32:06.263,2025-12-12 00:32:06.263,47,1.4444444,36.4,1.42,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:30:00.000,994f6197-8ed0-446e-a3ad-889ae080aff3,
13570,4,0,23,2025-12-12 00:30:00.000,,,2025-12-12 00:32:06.320,2025-12-12 00:32:06.320,23,1.2777778,17.34,0.74,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:31:00.000,2a8c8e44-614d-4e95-9d25-c3c0a5a2b01d,
14519,4,0,22,2025-12-12 00:31:00.000,,,2025-12-12 00:32:06.382,2025-12-12 00:32:06.382,22,1.0833334,15.73,0.72,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:32:00.000,021d5930-870f-483e-a381-88afd29a2b19,
7337,4,0,11,2025-12-12 00:32:00.000,,,2025-12-12 00:32:08.053,2025-12-12 00:32:06.436,11,1.090239,8.0,0.34,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 00:33:00.000,0cab14b6-f5a7-4057-b391-a63883e81ba4,
58538,4,0,114,2025-12-12 00:28:00.000,,,2025-12-12 00:30:31.860,2025-12-12 00:28:29.608,114,1.5429177,90.32001,3.37,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:29:00.000,fbac5df3-b3b7-43da-b356-36b422ebca21,
42903,4,2,77,2025-12-12 00:29:00.000,,,2025-12-12 00:30:32.365,2025-12-12 00:30:32.365,79,1.4166666,60.78,2.43,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:30:00.000,b46bb4cc-c3b4-4453-a8cb-9e98c1c20297,
17133,4,0,29,2025-12-12 00:30:00.000,,,2025-12-12 00:31:24.477,2025-12-12 00:30:32.654,29,1.2367395,21.19,0.9,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:31:00.000,4a9906cf-e50a-407c-8255-b1f0070349eb,
29382,4,0,51,2025-12-12 00:31:00.000,,,2025-12-12 00:34:59.970,2025-12-12 00:31:24.902,51,1.239181,36.41,1.5799999,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:32:00.000,c1771bf3-33aa-4489-b8dc-72ea161a39e3,
1270,4,0,3,2025-12-12 00:32:00.000,,,2025-12-12 00:35:00.117,2025-12-12 00:35:00.117,3,1.8333334,2.33,0.09,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:33:00.000,7f67bca6-38c0-41a2-bf96-5a01a0719ae7,
5502,4,0,12,2025-12-12 00:49:00.000,,,2025-12-12 00:49:49.030,2025-12-12 00:49:49.030,12,1.75,9.63,0.34,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 00:50:00.000,a0b7d641-56c1-430b-98eb-f82be0d0880f,
12888,4,0,26,2025-12-12 01:10:00.000,,,2025-12-12 01:10:23.526,2025-12-12 01:10:23.526,26,1.5277778,19.69,0.86,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 01:11:00.000,6a2dd760-494e-4e9b-9b93-78b40fa75c80,
4406,4,0,12,2025-12-12 01:13:00.000,,,2025-12-12 01:15:00.007,2025-12-12 01:15:00.007,12,2.0833335,9.18,0.44,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 01:14:00.000,517f3d6e-5a28-4def-89bb-627e85600c50,
6318,4,0,10,2025-12-12 01:16:00.000,,,2025-12-12 01:20:54.127,2025-12-12 01:20:54.127,10,1.0555555,6.67,0.37,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 01:17:00.000,0696476f-e9f4-4078-9ef4-2f1a1b607d41,
3717,4,0,7,2025-12-12 03:12:00.000,,,2025-12-12 03:15:25.533,2025-12-12 03:15:25.533,7,1.4444444,5.37,0.23,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 03:13:00.000,960da5f2-f615-47b5-9898-f8726b546e5e,
9342,4,0,15,2025-12-12 03:51:00.000,,,2025-12-12 03:56:05.115,2025-12-12 03:56:05.115,15,1.1666666,10.9,0.49,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 03:52:00.000,cfb6a101-c5ff-487a-b4bc-ac9ea58e73ca,
20015,4,0,31,2025-12-12 04:10:00.000,,,2025-12-12 04:10:59.817,2025-12-12 04:10:26.888,31,1.1375983,22.769999,0.96999955,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 04:11:00.000,b5bcb091-7876-4bc8-8dac-c0b6fd9d8568,
39300,4,0,66,2025-12-12 04:11:00.000,,,2025-12-12 04:11:59.586,2025-12-12 04:11:00.618,66,1.2559502,49.36001,1.9399991,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 04:12:00.000,a74f2c1e-c22c-407e-a6f5-0f3e27993021,
18478,4,0,30,2025-12-12 04:12:00.000,,,2025-12-12 04:12:21.758,2025-12-12 04:12:00.173,30,1.2089843,22.34,0.9299998,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 04:13:00.000,6b4dd998-be82-4309-97da-287f7b41c2de,
19748,4,0,35,2025-12-12 04:59:00.000,,,2025-12-12 04:59:59.137,2025-12-12 04:59:45.822,35,1.324646,26.160002,1.0399997,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 05:00:00.000,6f9080a2-0152-4a9d-a5bc-93633e614634,
33015,4,0,55,2025-12-12 05:00:00.000,,,2025-12-12 05:00:56.577,2025-12-12 05:00:01.017,55,1.2442684,41.079994,1.7299997,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 05:01:00.000,f1657a69-fdab-45ca-86c8-73abbc97110d,
3758,4,0,6,2025-12-12 05:29:00.000,,,2025-12-12 05:29:23.098,2025-12-12 05:29:23.098,6,1.1388888,4.28,0.2,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 05:30:00.000,e2d6995f-ed74-4d05-acc8-2ef82dab4407,
9207,4,0,19,2025-12-12 05:44:00.000,,,2025-12-12 05:44:50.229,2025-12-12 05:44:40.643,19,1.6258811,14.970001,0.59000003,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 05:45:00.000,e49f642f-8a07-4944-b0c3-c2982a4c650f,
5261,4,0,8,2025-12-12 05:45:00.000,,,2025-12-12 05:56:27.051,2025-12-12 05:56:27.051,8,1.0833334,5.7,0.27,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 05:46:00.000,b9f2ed6d-33bc-4d9f-b571-bc0d226a0081,
4618,4,0,8,2025-12-12 06:03:00.000,,,2025-12-12 06:05:36.688,2025-12-12 06:05:36.688,8,1.3055556,6.03,0.26,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 06:04:00.000,0d3082be-4beb-43d3-9803-00a2d825dd5e,
17404,4,0,31,2025-12-12 06:05:00.000,,,2025-12-12 06:17:24.541,2025-12-12 06:05:36.722,31,1.3571203,23.619999,0.93999994,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 06:06:00.000,6b3ee5bc-4790-412f-b6a0-a188cc9c0650,
3363,4,2,6,2025-12-12 09:47:00.000,,,2025-12-12 09:47:37.721,2025-12-12 09:47:36.335,8,2.8573494,9.61,0.62,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 09:48:00.000,fd887689-9f2d-4916-b1f5-a44d40a51491,
7635,4,0,13,2025-12-12 12:56:00.000,,,2025-12-12 12:57:09.413,2025-12-12 12:57:09.413,13,1.1944444,9.12,0.38,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 12:57:00.000,90156da9-8594-4113-ab8a-8295a67d92ce,
9285,4,0,16,2025-12-12 18:14:00.000,,,2025-12-12 18:15:01.467,2025-12-12 18:15:01.467,16,1.3333334,12.38,0.51,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 18:15:00.000,6f73ce2a-0a2a-4bba-a75b-bbfc5cb9961e,
28095,4,3,49,2025-12-12 18:15:00.000,,,2025-12-12 18:17:13.293,2025-12-12 18:15:26.051,52,1.8163364,51.030006,2.3899996,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 18:16:00.000,13186cc3-885b-4798-9308-b1fa681c60d7,
5522,4,0,10,2025-12-12 12:57:00.000,,,2025-12-12 12:57:52.699,2025-12-12 12:57:52.699,10,1.3055556,7.21,0.29,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 12:58:00.000,006b3e2e-0518-45fb-b24d-dabc537617da,
6480,4,0,10,2025-12-12 14:08:00.000,,,2025-12-12 14:09:09.251,2025-12-12 14:09:09.251,10,1.0277777,6.66,0.33,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 14:09:00.000,72d3889b-9ec4-45d0-8acb-20f59ffea202,
4770,4,0,10,2025-12-12 14:21:00.000,,,2025-12-12 14:24:14.224,2025-12-12 14:24:14.224,10,1.6666666,7.95,0.24,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 14:22:00.000,9c5965f2-ae31-4280-90bc-e92b931f2a14,
5539,4,0,10,2025-12-12 14:24:00.000,,,2025-12-12 14:24:36.541,2025-12-12 14:24:36.541,10,1.3611112,7.54,0.33,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 14:25:00.000,7337f362-d985-4c0d-bd70-984ef81c0516,
32563,4,0,50,2025-12-12 14:39:00.000,,,2025-12-12 14:39:54.511,2025-12-12 14:39:28.742,50,1.092955,35.590004,1.5899998,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 14:40:00.000,30c26899-77bb-4beb-b604-6d00c4edf1d6,
9129,4,0,13,2025-12-12 14:40:00.000,,,2025-12-12 14:50:30.672,2025-12-12 14:40:06.248,13,0.9310239,8.5,0.45000002,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 14:41:00.000,b5088f6f-7d48-488b-b1a1-1d124bccf99a,
5344,4,0,10,2025-12-12 14:50:00.000,,,2025-12-12 14:50:59.919,2025-12-12 14:50:59.919,10,1.4444444,7.72,0.3,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 14:51:00.000,d28327d8-6474-4d61-b65b-3a890d6dbded,
17838,4,0,32,2025-12-12 14:51:00.000,,,2025-12-12 14:52:26.611,2025-12-12 14:51:10.575,32,1.3167961,23.490002,1.0899999,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 14:52:00.000,cdf08cba-8230-419b-9f76-81bba5aec22e,
6887,4,0,12,2025-12-12 14:53:00.000,,,2025-12-12 14:53:22.686,2025-12-12 14:53:22.686,12,1.25,8.61,0.35,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 14:54:00.000,9092c533-6ae8-462b-ba06-bc2f80fca979,
11624,4,0,18,2025-12-12 15:19:00.000,,,2025-12-12 15:20:21.519,2025-12-12 15:20:21.519,18,1.0555556,12.27,0.62,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 15:20:00.000,d3ab360e-2778-4732-a98b-093bb51c772c,
16421,4,0,26,2025-12-12 15:26:00.000,,,2025-12-12 15:27:31.378,2025-12-12 15:27:31.378,26,1.0833334,17.79,0.76,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 15:27:00.000,519af650-289a-4577-94c1-292da4b36cea,
43831,4,0,72,2025-12-12 15:27:00.000,,,2025-12-12 15:35:00.990,2025-12-12 15:27:31.474,72,1.2073461,52.92,2.21,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 15:28:00.000,7cfa113d-e128-422f-bc85-6581ebb65e45,
7883,4,0,12,2025-12-12 15:45:00.000,,,2025-12-12 15:46:19.206,2025-12-12 15:46:19.206,12,1.0833334,8.54,0.36,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 15:46:00.000,bca93620-5782-4556-a35c-0b9a07f25c70,
15499,4,0,28,2025-12-12 15:46:00.000,,,2025-12-12 15:47:40.873,2025-12-12 15:46:19.502,28,1.3523126,20.96,0.85,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 15:47:00.000,b1b59ab0-4485-4f8a-8c4f-38d51a9225c8,
7288,4,0,21,2025-12-12 17:10:00.000,,,2025-12-12 17:10:55.329,2025-12-12 17:10:38.262,21,2.2391975,16.32,0.55,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 17:11:00.000,1e90ef77-848b-46f1-a4b5-9ccc89b4f2a4,
20602,4,0,61,2025-12-12 17:29:00.000,,,2025-12-12 17:33:38.617,2025-12-12 17:33:38.617,61,2.3055556,47.5,1.73,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 17:30:00.000,d8aca906-41e6-4d56-bf92-990a04dc05cb,
10299,4,0,32,2025-12-12 17:30:00.000,,,2025-12-12 17:33:38.698,2025-12-12 17:33:38.698,32,2.4166667,24.89,0.92,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 17:31:00.000,d18d07cc-5583-4d12-a23f-c5c823232664,
4155,4,0,12,2025-12-12 17:31:00.000,,,2025-12-12 17:33:38.749,2025-12-12 17:33:38.749,12,2.2500002,9.35,0.36,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 17:32:00.000,bf47a9ae-1085-4019-95b1-d613f1a4a243,
33270,4,0,62,2025-12-12 18:15:00.000,,,2025-12-12 18:15:56.889,2025-12-12 18:15:46.654,62,1.4373072,47.819996,1.84,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 18:16:00.000,1c3732fc-657e-4113-91ee-6859331780fa,
2425,4,0,9,2025-12-12 18:18:00.000,,,2025-12-12 18:26:31.037,2025-12-12 18:26:31.037,9,3.0555556,7.41,0.26,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 18:19:00.000,b07b68b7-0d47-407e-bb06-a7b977c4ef5f,
13418,4,0,22,2025-12-12 18:19:00.000,,,2025-12-12 18:26:31.077,2025-12-12 18:26:31.077,22,1.2222222,16.4,0.7,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 18:20:00.000,542c4ed3-133a-4aca-b952-422118002388,
33449,4,0,60,2025-12-12 18:23:00.000,,,2025-12-12 18:26:31.108,2025-12-12 18:26:31.108,60,1.3333334,44.6,1.9,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 18:24:00.000,49f2297c-8127-4289-ba54-2989fe95c1a1,
18414,4,0,31,2025-12-12 18:24:00.000,,,2025-12-12 18:26:31.126,2025-12-12 18:26:31.126,31,1.2777778,23.53,0.98,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 18:25:00.000,4c473150-2eb0-46cf-9760-bf1869c2701c,
6232,4,0,11,2025-12-12 18:25:00.000,,,2025-12-12 18:26:31.150,2025-12-12 18:26:31.150,11,1.3333334,8.31,0.33,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,2025-12-12 18:26:00.000,98948b73-9084-441f-bf34-e1989aa6cee1,
11280,4,0,18,2025-12-12 18:16:00.000,,,2025-12-12 18:16:42.574,2025-12-12 18:16:42.574,18,1.0833334,12.22,0.59,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 18:17:00.000,b221b1b5-8a63-4274-8b36-57c1fef9d0ca,
13460,4,0,20,2025-12-12 18:17:00.000,,,2025-12-12 18:22:48.887,2025-12-12 18:22:48.887,20,1.0,13.46,0.62,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,2025-12-12 18:18:00.000,5ffdf114-5c31-4e90-b9e2-ee5b42433a3e,
