com.samsung.health.movement,6307003,1
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62981551,2025-12-06 06:00:00.000,,374d6814-618e-401c-b534-82174611fb34.binning_data.json,62981551,2025-12-06 07:05:55.172,2025-12-06 06:05:36.848,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 06:59:59.999,374d6814-618e-401c-b534-82174611fb34,
62981551,2025-12-06 07:00:00.000,,aa5b4bb8-0d65-40ca-8133-258a422c9eaf.binning_data.json,62981551,2025-12-06 08:06:13.719,2025-12-06 07:05:55.193,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 07:59:59.999,aa5b4bb8-0d65-40ca-8133-258a422c9eaf,
62981551,2025-12-06 08:00:00.000,,b286c2a8-a193-4faf-ad45-2ed119c7b4bb.binning_data.json,62981551,2025-12-06 09:06:32.519,2025-12-06 08:06:13.728,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 08:59:59.999,b286c2a8-a193-4faf-ad45-2ed119c7b4bb,
62981551,2025-12-06 09:00:00.000,,e964a6b6-cec1-4717-b892-37db9dec4533.binning_data.json,62981551,2025-12-06 10:06:51.028,2025-12-06 09:06:32.575,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 09:59:59.999,e964a6b6-cec1-4717-b892-37db9dec4533,
62981551,2025-12-06 10:00:00.000,,a3044cf8-bc21-4846-bb94-71980a71aa97.binning_data.json,62981551,2025-12-06 11:07:09.638,2025-12-06 10:06:51.119,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 10:59:59.999,a3044cf8-bc21-4846-bb94-71980a71aa97,
62981551,2025-12-06 11:00:00.000,,4a7f87d4-294a-4a2d-a227-3be961b164a9.binning_data.json,62981551,2025-12-06 12:07:28.313,2025-12-06 11:07:09.652,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 11:59:59.999,4a7f87d4-294a-4a2d-a227-3be961b164a9,
62981551,2025-12-06 12:00:00.000,,a941c846-398f-404d-8eaa-9806e94687e6.binning_data.json,62981551,2025-12-06 13:07:46.298,2025-12-06 12:07:28.328,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 12:59:59.999,a941c846-398f-404d-8eaa-9806e94687e6,
62981551,2025-12-06 13:00:00.000,,db5f4d48-3acd-4a74-8869-6505ba9ef858.binning_data.json,62981551,2025-12-06 14:08:04.303,2025-12-06 13:07:46.389,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 13:59:59.999,db5f4d48-3acd-4a74-8869-6505ba9ef858,
62981551,2025-12-06 14:00:00.000,,e9da5635-bd28-4e9e-b377-458f4c8ffd43.binning_data.json,62981551,2025-12-06 15:08:22.936,2025-12-06 14:08:04.315,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 14:59:59.999,e9da5635-bd28-4e9e-b377-458f4c8ffd43,
62981551,2025-12-06 15:00:00.000,,60698e46-0f55-4b01-9bc6-52f41b1d9768.binning_data.json,62981551,2025-12-06 16:08:42.256,2025-12-06 15:08:22.945,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 15:59:59.999,60698e46-0f55-4b01-9bc6-52f41b1d9768,
62981551,2025-12-06 16:00:00.000,,5b91ce45-8cfa-4c82-a77b-25593bd6ef2b.binning_data.json,62981551,2025-12-06 17:08:59.777,2025-12-06 16:08:42.357,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 16:59:59.999,5b91ce45-8cfa-4c82-a77b-25593bd6ef2b,
62981551,2025-12-06 17:00:00.000,,78484899-4478-4de9-9176-3d1c9c5fa076.binning_data.json,62981551,2025-12-06 18:09:18.445,2025-12-06 17:08:59.787,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 17:59:59.999,78484899-4478-4de9-9176-3d1c9c5fa076,
62981551,2025-12-06 18:00:00.000,,a9b857b2-93f3-4b90-9669-8df72b9f3d9a.binning_data.json,62981551,2025-12-06 19:09:37.157,2025-12-06 18:09:18.544,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 18:59:59.999,a9b857b2-93f3-4b90-9669-8df72b9f3d9a,
62981551,2025-12-06 19:00:00.000,,6293ce73-2cbb-4022-b1bb-1dc85f7e5ebe.binning_data.json,62981551,2025-12-06 20:09:55.609,2025-12-06 19:09:37.178,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 19:59:59.999,6293ce73-2cbb-4022-b1bb-1dc85f7e5ebe,
62981551,2025-12-06 20:00:00.000,,f97f1200-ab92-4a84-9cb8-453af3c3941e.binning_data.json,62981551,2025-12-06 21:10:14.959,2025-12-06 20:09:55.618,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 20:59:59.999,f97f1200-ab92-4a84-9cb8-453af3c3941e,
62981551,2025-12-06 21:00:00.000,,05412fc9-1b55-410e-bcce-834f2db5a274.binning_data.json,62981551,2025-12-06 22:10:34.613,2025-12-06 21:10:14.968,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 21:59:59.999,05412fc9-1b55-410e-bcce-834f2db5a274,
62981551,2025-12-06 22:00:00.000,,f85c14fe-d632-475c-b537-20b7612f8075.binning_data.json,62981551,2025-12-06 23:10:54.067,2025-12-06 22:10:34.623,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 22:59:59.999,f85c14fe-d632-475c-b537-20b7612f8075,
62981551,2025-12-06 23:00:00.000,,ef36e9a9-b05d-40ce-a752-71b76bbdd3b9.binning_data.json,62981551,2025-12-07 00:11:12.768,2025-12-06 23:10:54.077,UTC-0300,9cX1oNetDs,,com.sec.android.app.shealth,2025-12-06 23:59:59.999,ef36e9a9-b05d-40ce-a752-71b76bbdd3b9,
