com.samsung.shealth.program.sleep_coaching.mission,6307003,3
create_sh_ver,answer,priority,modify_sh_ver,update_time,create_time,data_version,day_index,mission_id,deviceuuid,pkg_name,is_key_habit,session_id,datauuid,is_done
,null,6,,2023-10-21 16:36:40.841,2023-10-21 16:36:40.841,2,9,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,3770c920-286f-40ca-8f41-f28a53be9051,0,
,null,10,,2023-10-21 16:36:40.871,2023-10-21 16:36:40.871,2,19,HB_10,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,98ec46b4-2d9f-47b6-85b9-cf46bc37a871,0,
,null,10,,2023-10-21 16:36:40.832,2023-10-21 16:36:40.832,2,6,HB_10,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,eed7b0a2-347d-4d93-b38d-5f01ca7e004b,0,
,null,11,,2023-10-21 16:36:40.832,2023-10-21 16:36:40.832,2,6,HB_11,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,6db1cd65-aeb1-4da2-be0c-944fa7691d6c,0,
,null,3,,2023-10-21 16:36:40.861,2023-10-21 16:36:40.861,2,15,HB_03,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,5a18f800-9d16-423c-9048-277ae6fe3279,0,
,null,9,,2023-10-21 16:36:40.865,2023-10-21 16:36:40.865,2,16,HB_09,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,24e68c3c-168e-4017-bfc7-57fbf030d1d6,0,
,null,2,,2023-10-21 16:36:40.872,2023-10-21 16:36:40.872,2,19,HB_02,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,91faa742-6cfb-463d-8211-7f8007ffab51,0,
,null,6,,2023-10-21 16:36:40.823,2023-10-21 16:36:40.823,2,1,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,46a8b1e7-c3c1-47ea-9f5a-8441052ce673,0,
,null,3,,2023-10-21 16:36:40.855,2023-10-21 16:36:40.855,2,13,HB_03,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,4d73f662-601b-4cff-8e50-ee589499cbd9,0,
,null,9,,2023-10-21 16:36:40.859,2023-10-21 16:36:40.859,2,14,HB_09,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,98888aa7-e2ea-4519-b3a3-c3d7ee9a7c12,0,
,null,5,,2023-10-21 16:36:40.847,2023-10-21 16:36:40.847,2,10,HB_05,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,d16f8669-2557-4312-8c3c-d9e8257c6f77,0,
,null,11,,2023-10-21 16:36:40.826,2023-10-21 16:36:40.826,2,3,HB_11,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,68cd5930-db49-4d60-9375-31e676fb01c2,0,
,null,10,,2023-10-21 16:36:40.830,2023-10-21 16:36:40.830,2,5,HB_10,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,74aa712d-df56-47fb-92d6-ceb075fb1dfd,0,
,null,10,,2023-10-21 16:36:40.855,2023-10-21 16:36:40.855,2,13,HB_10,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,2edf82f9-da1e-44a4-aed1-3072b5b99aa7,0,
,null,6,,2023-10-21 16:36:40.876,2023-10-21 16:36:40.876,2,20,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,45e0c75b-9a07-4272-a220-b70988871c40,0,
,null,6,,2023-10-21 16:36:40.836,2023-10-21 16:36:40.836,2,7,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,75064dd0-7298-451c-a4ec-686307838a07,0,
,null,11,,2023-10-21 16:36:40.866,2023-10-21 16:36:40.866,2,17,HB_11,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,8685b824-8795-4772-bf13-498948246d1a,0,
,null,3,,2023-10-21 16:36:40.835,2023-10-21 16:36:40.835,2,7,HB_03,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,2bcc09f3-1a24-4416-ae68-088877b2b659,0,
,null,5,,2023-10-21 16:36:40.831,2023-10-21 16:36:40.831,2,5,HB_05,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,c57f326e-6a44-49ad-bbf6-d590b3834fa4,0,
,null,9,,2023-10-21 16:36:40.830,2023-10-21 16:36:40.830,2,4,HB_09,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,c9190e96-300e-4a9c-9737-5beb485ef56d,0,
,null,10,,2023-10-21 16:36:40.842,2023-10-21 16:36:40.842,2,10,HB_10,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,9680001a-79ed-4927-b8aa-c28d99270e9f,0,
,null,3,,2023-10-21 16:36:40.833,2023-10-21 16:36:40.833,2,6,HB_03,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,79857f3a-ab00-4645-b3a8-8a6ac985b950,0,
,null,11,,2023-10-21 16:36:40.875,2023-10-21 16:36:40.875,2,20,HB_11,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,5002080c-1ee0-45c2-9448-b659069cb0b2,0,
,null,3,,2023-10-21 16:36:40.852,2023-10-21 16:36:40.852,2,12,HB_03,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,8e006fe5-ae02-4984-9337-65d5d793f981,0,
,null,11,,2023-10-21 16:36:40.855,2023-10-21 16:36:40.855,2,13,HB_11,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,6cef8d64-3cd4-4807-bdbf-87f0412ecdf9,0,
,null,9,,2023-10-21 16:36:40.851,2023-10-21 16:36:40.851,2,11,HB_09,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,58c8992d-8c83-4154-bc7a-e21afd208d79,0,
,null,11,,2023-10-21 16:36:40.840,2023-10-21 16:36:40.840,2,9,HB_11,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,115605e3-09c9-40ba-be71-88f6395ff897,0,
,null,5,,2023-10-21 16:36:40.861,2023-10-21 16:36:40.861,2,15,HB_05,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,76fb9e5e-6b68-400a-b231-742546c0578c,0,
,null,6,,2023-10-21 16:36:40.825,2023-10-21 16:36:40.825,2,2,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,3c240aee-da60-44de-9454-ac4b20ddcc10,0,
,null,5,,2023-10-21 16:36:40.835,2023-10-21 16:36:40.835,2,7,HB_05,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,ef8e6fd2-6b39-4935-a6e7-35663398f56b,0,
,null,6,,2023-10-21 16:36:40.859,2023-10-21 16:36:40.859,2,14,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,67df7450-006f-4e37-bf73-318300577b2a,0,
,null,6,,2023-10-21 16:36:40.853,2023-10-21 16:36:40.853,2,12,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,a7f1b87f-109a-48af-98de-9308c18219b8,0,
,null,9,,2023-10-21 16:36:40.836,2023-10-21 16:36:40.836,2,7,HB_09,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,92ea3f77-128f-40b6-a6a6-7e4cb6da1c23,0,
,null,11,,2023-10-21 16:36:40.830,2023-10-21 16:36:40.830,2,5,HB_11,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,11991210-d248-4dca-bdb7-75f56c4fa489,0,
,null,6,,2023-10-21 16:36:40.862,2023-10-21 16:36:40.862,2,15,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,84fa45f6-a7a0-4bba-8969-4fb7862e2943,0,
,null,3,,2023-10-21 16:36:40.838,2023-10-21 16:36:40.838,2,8,HB_03,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,473256ca-a3b8-4f3b-8709-06abe23dc1d5,0,
,null,6,,2023-10-21 16:36:40.839,2023-10-21 16:36:40.839,2,8,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,28bcb045-c9af-4832-9780-666b5691e20e,0,
,null,9,,2023-10-21 16:36:40.862,2023-10-21 16:36:40.862,2,15,HB_09,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,76825bf9-68be-4c3c-83cf-dc8fa761d465,0,
,null,10,,2023-10-21 16:36:40.840,2023-10-21 16:36:40.840,2,9,HB_10,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,777c5bf6-a245-4544-8ba0-88e7af96c1b0,0,
,null,6,,2023-10-21 16:36:40.827,2023-10-21 16:36:40.827,2,3,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,78f537da-af8f-42d6-8f73-63273cd92306,0,
,null,6,,2023-10-21 16:36:40.856,2023-10-21 16:36:40.856,2,13,HB_06,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,961a48c9-7de6-4b4e-99c0-33921299cb1d,0,
,null,10,,2023-10-21 16:36:40.826,2023-10-21 16:36:40.826,2,3,HB_10,zygK3IiKBU,com.sec.android.app.shealth,1,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,e25b6fec-2361-4aab-8854-ba78053ed77e,0,
,null,5,,2023-10-21 16:36:40.829,2023-10-21 16:36:40.829,2,4,HB_05,zygK3IiKBU,com.sec.android.app.shealth,0,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,31bbc716-5089-4c6f-8999-632fbeba59e6,0,
