com.samsung.shealth.food_goal,6307003,2
update_time,create_time,goal_value,goal_by,time_offset,deviceuuid,comment,pkg_name,set_time,datauuid,goal_type
2023-10-11 23:02:24.287,2023-10-11 20:43:56.135,1204.0,,UTC-0300,zygK3IiKBU,,com.sec.android.app.shealth,1697057036118,5f00c626-97b7-4964-afec-8bae3d25b57b,0,
