com.samsung.shealth.calories_burned.details,6307003,4
active_calories_goal,version,extra_data,exercise_calories,total_exercise_calories,com.samsung.shealth.calories_burned.create_sh_ver,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.modify_sh_ver,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,,aaae94a3-445a-4d97-ba40-3daa5fa12b47.extra_data.json,,,,0.0,0,1436.1719,,2023-10-26 14:02:14.537,2023-10-10 17:45:22.448,0.0,zygK3IiKBU,com.sec.android.app.shealth,aaae94a3-445a-4d97-ba40-3daa5fa12b47,1696032000000,
,,56d7e9be-b747-486e-92c3-1f4905390208.extra_data.json,,,,0.0,0,1436.1719,,2023-10-26 14:02:14.769,2023-10-10 17:45:22.505,0.0,zygK3IiKBU,com.sec.android.app.shealth,56d7e9be-b747-486e-92c3-1f4905390208,1696377600000,
,,4ade39fb-a23b-4d7c-88e9-e727e7a85c5d.extra_data.json,,,,0.0,0,1436.1719,,2023-10-26 14:02:15.039,2023-10-10 17:45:22.613,0.0,zygK3IiKBU,com.sec.android.app.shealth,4ade39fb-a23b-4d7c-88e9-e727e7a85c5d,1696636800000,
,,5b8fd5f8-53c8-468d-8605-bc026c461017.extra_data.json,,,,0.0,0,1436.1719,,2023-10-26 14:02:14.974,2023-10-10 17:45:22.551,0.0,zygK3IiKBU,com.sec.android.app.shealth,5b8fd5f8-53c8-468d-8605-bc026c461017,1696550400000,
,,4139b0de-2795-4db6-9e4c-a5e202d1a5fd.extra_data.json,,,,0.0,0,1436.1719,,2023-10-26 14:02:14.661,2023-10-10 17:45:22.465,0.0,zygK3IiKBU,com.sec.android.app.shealth,4139b0de-2795-4db6-9e4c-a5e202d1a5fd,1696204800000,
,,148bc780-1071-4566-81fb-966e493b3307.extra_data.json,,,,0.0,0,1436.1719,,2023-10-26 14:02:14.699,2023-10-10 17:45:22.480,0.0,zygK3IiKBU,com.sec.android.app.shealth,148bc780-1071-4566-81fb-966e493b3307,1696291200000,
,,31e0b9ad-fa75-4499-a889-4f3297f5b651.extra_data.json,,,,0.0,0,1436.1719,,2023-10-26 14:02:14.621,2023-10-10 17:45:22.454,0.0,zygK3IiKBU,com.sec.android.app.shealth,31e0b9ad-fa75-4499-a889-4f3297f5b651,1696118400000,
,,2cedf41d-5388-4684-9a6c-54907ac6d511.extra_data.json,,,,0.0,0,1436.1719,,2023-10-26 14:02:15.089,2023-10-10 17:45:22.617,0.0,zygK3IiKBU,com.sec.android.app.shealth,2cedf41d-5388-4684-9a6c-54907ac6d511,1696723200000,
,,f56b3af4-cb81-4a0f-a964-39209d3b8441.extra_data.json,,,,0.0,1940176,1422.0005,,2023-10-31 18:12:32.287,2023-10-10 17:45:20.336,102.326996,zygK3IiKBU,com.sec.android.app.shealth,f56b3af4-cb81-4a0f-a964-39209d3b8441,1696896000000,
200,,7d83112c-b911-4f2d-8640-1177a70ab4ea.extra_data.json,,,,0.0,2736072,1408.6005,,2023-11-01 12:46:50.477,2023-10-18 03:00:00.853,144.28035,zygK3IiKBU,com.sec.android.app.shealth,7d83112c-b911-4f2d-8640-1177a70ab4ea,1697587200000,
