com.samsung.shealth.active_calories.goal,6307003,2
start_time,update_time,create_time,value,time_offset,deviceuuid,pkg_name,datauuid
2023-10-11 20:40:03.300,2023-10-11 20:40:03.306,2023-10-11 20:40:03.306,200,UTC-0300,zygK3IiKBU,com.sec.android.app.shealth,e7d3d89d-530d-402e-be84-1947fdb68edb,
