com.samsung.shealth.tracker.pedometer_recommendation,6307003,4
update_time,create_time,value,time_offset,deviceuuid,pkg_name,set_time,datauuid
2025-12-12 01:33:58.651,2025-12-12 01:33:58.651,7000,UTC-0300,9cX1oNetDs,com.sec.android.app.shealth,1765503238576,653809cd-1f73-4be8-8699-8beaa70265cd,
