com.samsung.shealth.program.sleep_coaching.session,6307003,4
create_sh_ver,mission_count,is_report_read,start_date,survey,modify_sh_ver,update_time,create_time,data_version,type,deviceuuid,contents_version,pkg_name,end_date,datauuid
,147,0,2023-10-22 00:00:00.000,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7.survey.json,,2023-10-21 16:36:40.956,2023-10-21 16:36:40.956,3,3,zygK3IiKBU,3,com.sec.android.app.shealth,2023-11-11 00:00:00.000,f77a46a7-ad3c-4ef9-86ee-a4075fc44df7,
