com.samsung.shealth.activity_level,6307003,1
activity_level,start_time,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
180003,2023-10-11 20:43:41.907,2023-10-11 20:43:41.907,2025-12-10 14:24:00.329,UTC-0300,zygK3IiKBU,com.sec.android.app.shealth,8a203915-e62c-4cb2-8bf4-fc0cb0a2287b,
180003,2023-10-11 20:43:41.907,2023-10-11 20:43:41.907,2023-10-11 20:43:41.925,UTC-0300,zygK3IiKBU,com.sec.android.app.shealth,6293ac61-e94e-43ae-8ef1-9988de52161a,
