com.samsung.shealth.exercise,6307003,17
live_data_internal,mission_value,race_target,subset_data,start_longitude,routine_datauuid,total_calorie,completion_status,pace_info_id,activity_type,pace_live_data,sensing_status,source_type,mission_type,ftp,tracking_status,program_id,title,reward_status,heart_rate_sample_count,start_latitude,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,custom_id,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.create_sh_ver,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.modify_sh_ver,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.client_data_id,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.client_data_ver,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.auxiliary_devices,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid,com.samsung.health.exercise.sweat_loss
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,779995,,62650170,,,2024-03-23 21:40:00.000,1001,,,,,30001,,,62650170,,2024-03-23 21:56:44.422,2024-03-23 21:56:44.422,,,1.5555556,,,,1254,898.53,,37.69,,,,UTC-0300,zygK3IiKBU,,,b136848f-0f72-44b2-b9bb-17e74e3e1fdf.com.samsung.health.exercise.live_data.json,,1.1519688,com.sec.android.app.shealth,,,,,2024-03-23 21:53:00.000,b136848f-0f72-44b2-b9bb-17e74e3e1fdf,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,1294000,,62650170,,,2024-03-28 19:01:26.000,1001,,,,,30001,,,62650170,,2024-03-28 19:27:47.274,2024-03-28 19:27:47.274,,,2.3888888,,,,1994,1511.99,,62.38,,,,UTC-0300,zygK3IiKBU,,,c74bc314-2a9b-4c98-8517-705fbe0198aa.com.samsung.health.exercise.live_data.json,,1.1684622,com.sec.android.app.shealth,,,,,2024-03-28 19:23:00.000,c74bc314-2a9b-4c98-8517-705fbe0198aa,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,1010000,,62650170,,,2024-03-28 20:01:10.000,1001,,,,,30001,,,62650170,,2024-03-28 20:21:25.255,2024-03-28 20:21:25.255,,,1.4166666,,,,1742,1251.7,,52.39,,,,UTC-0300,zygK3IiKBU,,,ef5e5a02-0dce-4d24-ae7f-d7b644a3632c.com.samsung.health.exercise.live_data.json,,1.2393069,com.sec.android.app.shealth,,,,,2024-03-28 20:18:00.000,ef5e5a02-0dce-4d24-ae7f-d7b644a3632c,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,960000,,62650170,,,2024-03-30 15:09:00.000,1001,,,,,30001,,,62650170,,2024-03-30 15:35:01.908,2024-03-30 15:35:01.908,,,2.9722223,,,,1591,1279.29,,61.39,,,,UTC-0300,zygK3IiKBU,,,48620cf0-da02-4cd0-a83d-dc67c4fcd951.com.samsung.health.exercise.live_data.json,,1.3325937,com.sec.android.app.shealth,,,,,2024-03-30 15:25:00.000,48620cf0-da02-4cd0-a83d-dc67c4fcd951,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,837000,,62650170,,,2024-03-30 16:57:03.000,1001,,,,,30001,,,62650170,,2024-03-30 17:12:11.341,2024-03-30 17:12:11.341,,,3.1111112,,,,1478,1219.9299,,58.510002,,,,UTC-0300,zygK3IiKBU,,,572b9538-954e-4085-943e-76386a3f5840.com.samsung.health.exercise.live_data.json,,1.457503,com.sec.android.app.shealth,,,,,2024-03-30 17:11:00.000,572b9538-954e-4085-943e-76386a3f5840,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,1019000,,62650170,,,2024-03-31 13:16:01.000,1001,,,,,30001,,,62650170,,2024-03-31 13:34:18.760,2024-03-31 13:34:18.760,,,1.75,,,,1993,1456.0701,,60.170002,,,,UTC-0300,zygK3IiKBU,,,ed9c7d8b-e9dc-4d8b-bd93-cb55df3ac48e.com.samsung.health.exercise.live_data.json,,1.4289206,com.sec.android.app.shealth,,,,,2024-03-31 13:33:00.000,ed9c7d8b-e9dc-4d8b-bd93-cb55df3ac48e,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,1080000,,62650170,,,2024-03-31 14:39:00.000,1001,,,,,30001,,,62650170,,2024-03-31 15:01:43.287,2024-03-31 15:01:43.287,,,1.3888888,,,,2070,1491.0,,62.13,,,,UTC-0300,zygK3IiKBU,,,4869f5a4-aa9f-48b7-8d7c-159e5a618272.com.samsung.health.exercise.live_data.json,,1.3805555,com.sec.android.app.shealth,,,,,2024-03-31 14:57:00.000,4869f5a4-aa9f-48b7-8d7c-159e5a618272,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,780000,,62660010,,,2024-04-02 00:45:00.000,1001,,,,,30001,,,62660010,,2024-04-02 01:02:34.174,2024-04-02 01:02:34.174,,,1.4722222,,,,1281,934.73,,38.65,,,,UTC-0300,zygK3IiKBU,,,c107391d-7ae6-467f-ac35-892d2d226a04.com.samsung.health.exercise.live_data.json,,1.1983718,com.sec.android.app.shealth,,,,,2024-04-02 00:58:00.000,c107391d-7ae6-467f-ac35-892d2d226a04,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,686000,,62660010,,,2024-04-04 20:26:34.000,1001,,,,,30001,,,62660010,,2024-04-04 20:45:07.943,2024-04-04 20:45:07.943,,,1.7171162,,,,1283,938.56,,38.69,,,,UTC-0300,zygK3IiKBU,,,eb313eb9-2e38-4573-8d54-2141180bb65b.com.samsung.health.exercise.live_data.json,,1.3681632,com.sec.android.app.shealth,,,,,2024-04-04 20:38:00.000,eb313eb9-2e38-4573-8d54-2141180bb65b,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,689000,,62660010,,,2024-04-04 21:45:31.000,1001,,,,,30001,,,62660010,,2024-04-04 22:24:45.336,2024-04-04 22:24:45.336,,,1.6666666,,,,1301,961.10004,,39.84,,,,UTC-0300,zygK3IiKBU,,,81133203-e276-4d9a-9563-e78fc933933f.com.samsung.health.exercise.live_data.json,,1.3949202,com.sec.android.app.shealth,,,,,2024-04-04 21:57:00.000,81133203-e276-4d9a-9563-e78fc933933f,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,660000,,62660010,,,2024-04-07 17:02:00.000,1001,,,,,30001,,,62660010,,2024-04-07 17:14:15.812,2024-04-07 17:14:15.812,,,1.9609324,,,,1267,946.22,,39.57,,,,UTC-0300,zygK3IiKBU,,,2427e106-6b79-40c6-b243-119fc54279c1.com.samsung.health.exercise.live_data.json,,1.4336667,com.sec.android.app.shealth,,,,,2024-04-07 17:13:00.000,2427e106-6b79-40c6-b243-119fc54279c1,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,719858,,62660010,,,2024-04-20 17:18:00.000,1001,,,,,30001,,,62660010,,2024-04-20 17:32:16.221,2024-04-20 17:32:16.221,,,2.3391707,,,,1284,936.68,,39.26,,,,UTC-0300,zygK3IiKBU,,,02fdab14-7001-4fa0-bc9a-55616671d245.com.samsung.health.exercise.live_data.json,,1.301201,com.sec.android.app.shealth,,,,,2024-04-20 17:30:00.000,02fdab14-7001-4fa0-bc9a-55616671d245,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,660000,,62660010,,,2024-04-20 23:28:00.000,1001,,,,,30001,,,62660010,,2024-04-20 23:41:05.871,2024-04-20 23:41:05.871,,,1.4444444,,,,1175,846.55,,35.59,,,,UTC-0300,zygK3IiKBU,,,960a99b4-f5e6-40af-8cd4-904e618cde08.com.samsung.health.exercise.live_data.json,,1.2826515,com.sec.android.app.shealth,,,,,2024-04-20 23:39:00.000,960a99b4-f5e6-40af-8cd4-904e618cde08,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,625000,,62660010,,,2024-04-21 12:24:35.000,1001,,,,,30001,,,62660010,,2024-04-21 12:39:55.747,2024-04-21 12:39:55.747,,,2.0,,,,1233,940.94,,39.69,,,,UTC-0300,zygK3IiKBU,,,718c7e6f-2cae-4ed7-9901-ff08537cb5f7.com.samsung.health.exercise.live_data.json,,1.505504,com.sec.android.app.shealth,,,,,2024-04-21 12:35:00.000,718c7e6f-2cae-4ed7-9901-ff08537cb5f7,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,2009000,,62660010,,,2024-04-21 14:39:31.000,1001,,,,,30001,,,62660010,,2024-04-21 15:14:08.167,2024-04-21 15:14:08.167,,,2.5555556,,,,3493,2578.74,,108.14,,,,UTC-0300,zygK3IiKBU,,,faef30bb-3db7-48f6-b5ea-448518c6e22b.com.samsung.health.exercise.live_data.json,,1.2835939,com.sec.android.app.shealth,,,,,2024-04-21 15:13:00.000,faef30bb-3db7-48f6-b5ea-448518c6e22b,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,753000,,62660010,,,2024-04-21 15:40:27.000,1001,,,,,30001,,,62660010,,2024-04-21 15:58:37.321,2024-04-21 15:58:37.321,,,2.75,,,,1392,1141.4299,,54.36,,,,UTC-0300,zygK3IiKBU,,,88b41ecb-9d81-46f2-a76d-e8f3177c9981.com.samsung.health.exercise.live_data.json,,1.5158434,com.sec.android.app.shealth,,,,,2024-04-21 15:53:00.000,88b41ecb-9d81-46f2-a76d-e8f3177c9981,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,693000,,62660010,,,2024-04-27 12:41:27.000,1001,,,,,30001,,,62660010,,2024-04-27 12:55:34.422,2024-04-27 12:55:34.422,,,1.5,,,,1353,987.83997,,40.65,,,,UTC-0300,zygK3IiKBU,,,46182682-6f3e-4e08-8e77-c0aa70d43de6.com.samsung.health.exercise.live_data.json,,1.4254545,com.sec.android.app.shealth,,,,,2024-04-27 12:53:00.000,46182682-6f3e-4e08-8e77-c0aa70d43de6,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,645000,,62660010,,,2024-05-02 22:46:15.000,1001,,,,,30001,,,62660010,,2024-05-02 22:57:11.707,2024-05-02 22:57:11.707,,,1.6388888,,,,1153,849.83997,,34.81,,,,UTC-0300,zygK3IiKBU,,,f8bbd399-9c35-4899-85cc-7481e0550dd3.com.samsung.health.exercise.live_data.json,,1.3175814,com.sec.android.app.shealth,,,,,2024-05-02 22:57:00.000,f8bbd399-9c35-4899-85cc-7481e0550dd3,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,720000,,62660010,,,2024-05-03 00:13:00.000,1001,,,,,30001,,,62660010,,2024-05-03 00:45:31.786,2024-05-03 00:45:31.786,,,1.4970752,,,,1231,888.2,,37.05,,,,UTC-0300,zygK3IiKBU,,,44130631-f51b-4d44-a691-5b10fa15e933.com.samsung.health.exercise.live_data.json,,1.2336111,com.sec.android.app.shealth,,,,,2024-05-03 00:25:00.000,44130631-f51b-4d44-a691-5b10fa15e933,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,1800000,,62660010,,,2024-05-04 02:01:00.000,1001,,,,,30001,,,62660010,,2024-05-04 02:49:13.069,2024-05-04 02:49:13.069,,,1.6666666,,,,3062,2223.2,,94.03,,,,UTC-0300,zygK3IiKBU,,,d96a2f7b-3ad8-4866-8120-b257185e0284.com.samsung.health.exercise.live_data.json,,1.2351112,com.sec.android.app.shealth,,,,,2024-05-04 02:31:00.000,d96a2f7b-3ad8-4866-8120-b257185e0284,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,660000,,62660010,,,2024-05-04 18:28:00.000,1001,,,,,30001,,,62660010,,2024-05-04 18:47:16.071,2024-05-04 18:47:16.071,,,1.3888888,,,,1172,842.34,,35.69,,,,UTC-0300,zygK3IiKBU,,,2fc39b07-aec9-4eda-9c1a-df71305609ae.com.samsung.health.exercise.live_data.json,,1.2762727,com.sec.android.app.shealth,,,,,2024-05-04 18:39:00.000,2fc39b07-aec9-4eda-9c1a-df71305609ae,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,660000,,62660010,,,2024-05-06 03:15:00.000,1001,,,,,30001,,,62660010,,2024-05-06 03:26:47.727,2024-05-06 03:26:47.727,,,2.0,,,,1089,843.07,,37.05,,,,UTC-0300,zygK3IiKBU,,,e3c07bf1-c3b3-4da9-91af-2e8dc91c2436.com.samsung.health.exercise.live_data.json,,1.2773788,com.sec.android.app.shealth,,,,,2024-05-06 03:26:00.000,e3c07bf1-c3b3-4da9-91af-2e8dc91c2436,,
6fef0b1f-89e2-4b1f-83b8-9cfbe79500d6.live_data_internal.json,,0,,-46.64842,,223.6803,,,,,6fef0b1f-89e2-4b1f-83b8-9cfbe79500d6.sensing_status.json,1,,,,,,,,-23.566515,,,,6fef0b1f-89e2-4b1f-83b8-9cfbe79500d6.location_data_internal.json,,,2559776,,62660010,,6fef0b1f-89e2-4b1f-83b8-9cfbe79500d6.com.samsung.health.exercise.location_data.json,2024-05-06 19:35:24.460,1001,,806.788,1.866,126.0,30001,,761.966,62660010,137.0,2024-05-06 20:22:39.402,2024-05-06 20:22:39.402,,,2.038,109.908066,102.0,,4689,3597.927,,219.168,148.216,396.219,33.76,UTC-0300,60rRju/E5J,,,6fef0b1f-89e2-4b1f-83b8-9cfbe79500d6.com.samsung.health.exercise.live_data.json,,1.4055632,com.sec.android.app.shealth,0.0,,,,2024-05-06 20:22:37.809,6fef0b1f-89e2-4b1f-83b8-9cfbe79500d6,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,61000,,62660010,,23b5e326-4457-3a11-c406-48a9434baa59.com.samsung.health.exercise.location_data.json,2024-05-07 13:23:00.000,1001,,,,,,,,62660010,,2024-05-07 17:50:04.269,2024-05-07 17:50:04.269,,,,,,,,0.0,,3.0,,,,UTC-0300,9T6hcRL67o,,,23b5e326-4457-3a11-c406-48a9434baa59.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,,2024-05-07 13:24:01.000,23b5e326-4457-3a11-c406-48a9434baa59,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,1937000,,62660010,,fe7a648a-d003-be31-15cc-0265c795167c.com.samsung.health.exercise.location_data.json,2024-05-07 20:56:48.000,0,,,,,,,,62660010,,2024-05-08 00:08:42.827,2024-05-08 00:08:42.827,,,,,,,,0.0,,193.0,,,,UTC-0300,9T6hcRL67o,,,fe7a648a-d003-be31-15cc-0265c795167c.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,Workout,,2024-05-07 21:29:05.000,fe7a648a-d003-be31-15cc-0265c795167c,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,1917000,,62660010,,82b6fb43-0932-8fda-82f2-d80031bc262e.com.samsung.health.exercise.location_data.json,2024-05-08 23:01:39.000,9002,,,,,,,,62660010,,2024-05-09 00:08:07.553,2024-05-09 00:08:07.553,,,,,,,,0.0,,148.0,,,,UTC-0300,9T6hcRL67o,,,82b6fb43-0932-8fda-82f2-d80031bc262e.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,,2024-05-08 23:33:36.000,82b6fb43-0932-8fda-82f2-d80031bc262e,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,2016000,,62660010,,2cc66fb3-31da-1117-c538-c1bcde39de6e.com.samsung.health.exercise.location_data.json,2024-05-10 00:56:40.000,9002,,,,,,,,62660010,,2024-05-10 15:15:08.238,2024-05-10 15:15:08.238,,,,,,,,0.0,,117.0,,,,UTC-0300,9T6hcRL67o,,,2cc66fb3-31da-1117-c538-c1bcde39de6e.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,,,2024-05-10 01:30:16.000,2cc66fb3-31da-1117-c538-c1bcde39de6e,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,4662000,,62660010,,b49a76d6-694e-79a2-8687-64916e0b8455.com.samsung.health.exercise.location_data.json,2024-05-10 16:26:31.000,0,,,,,,,,62660010,,2024-05-10 23:35:12.729,2024-05-10 23:35:12.729,,,,,,,,0.0,,419.0,,,,UTC-0300,9T6hcRL67o,,,b49a76d6-694e-79a2-8687-64916e0b8455.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,Workout,,2024-05-10 17:44:13.000,b49a76d6-694e-79a2-8687-64916e0b8455,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,2027000,,62660010,,6898b10b-a104-7005-3d55-ec8944347db3.com.samsung.health.exercise.location_data.json,2024-05-11 17:28:48.000,0,,,,,,,,62660010,,2024-05-11 23:15:09.870,2024-05-11 23:15:09.870,,,,,,,,0.0,,207.0,,,,UTC-0300,9T6hcRL67o,,,6898b10b-a104-7005-3d55-ec8944347db3.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,Workout,,2024-05-11 18:02:35.000,6898b10b-a104-7005-3d55-ec8944347db3,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,3455000,,62660010,,4fc69079-e588-c9c7-244e-be8d9d801a2b.com.samsung.health.exercise.location_data.json,2024-05-13 19:31:45.000,1001,,,,,,,,62660010,,2024-05-14 02:00:46.668,2024-05-14 02:00:46.668,,,18.996,53.1,,,,6406.3,,296.0,119.0,,,UTC-0300,9T6hcRL67o,,,4fc69079-e588-c9c7-244e-be8d9d801a2b.com.samsung.health.exercise.live_data.json,,1.8542112,com.sec.android.app.shealth,,,,,2024-05-13 20:31:26.000,4fc69079-e588-c9c7-244e-be8d9d801a2b,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,650000,,62660010,,,2024-05-16 15:13:10.000,1001,,,,,30001,,,62660010,,2024-05-16 15:25:52.407,2024-05-16 15:25:52.407,,,1.9444444,,,,1301,1038.7,,42.08,,,,UTC-0300,zygK3IiKBU,,,dd2bb73e-273d-40cf-8f33-b9282611db0c.com.samsung.health.exercise.live_data.json,,1.5979999,com.sec.android.app.shealth,,,,,2024-05-16 15:24:00.000,dd2bb73e-273d-40cf-8f33-b9282611db0c,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,979000,,62660010,,,2024-05-16 16:16:41.000,1001,,,,,30001,,,62660010,,2024-05-16 16:34:59.390,2024-05-16 16:34:59.390,,,2.2222223,,,,1726,1421.45,,57.64,,,,UTC-0300,zygK3IiKBU,,,75423b27-5eae-4ec5-ac99-5fa7ed06a635.com.samsung.health.exercise.live_data.json,,1.4519408,com.sec.android.app.shealth,,,,,2024-05-16 16:33:00.000,75423b27-5eae-4ec5-ac99-5fa7ed06a635,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,6504000,,62660010,,96191759-1abc-9446-547c-76a03309d41d.com.samsung.health.exercise.location_data.json,2024-05-17 23:14:15.000,0,,,,,,,,62660010,,2024-05-18 10:13:38.826,2024-05-18 10:13:38.826,,,,,,,,0.0,,596.0,,,,UTC-0300,9T6hcRL67o,,,96191759-1abc-9446-547c-76a03309d41d.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,Workout,,2024-05-18 01:02:39.000,96191759-1abc-9446-547c-76a03309d41d,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,659946,,62660010,,,2024-05-19 12:29:00.000,1001,,,,,30001,,,62660010,,2024-05-19 12:40:33.319,2024-05-19 12:40:33.319,,,3.7777777,,,,1267,1194.15,,61.66,,,,UTC-0300,zygK3IiKBU,,,cfc69920-9e9d-4cf9-9e88-4509eb4e3a95.com.samsung.health.exercise.live_data.json,,1.8094662,com.sec.android.app.shealth,,,,,2024-05-19 12:40:00.000,cfc69920-9e9d-4cf9-9e88-4509eb4e3a95,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,2040000,,62660010,,,2024-05-19 14:41:00.000,1002,,,,,30001,,,62660010,,2024-05-19 15:16:44.066,2024-05-19 15:16:44.066,,,5.1944447,,,,4166,4646.83,,279.89,,,,UTC-0300,zygK3IiKBU,,,37ce2e49-fba2-4ac1-8da6-3cda5c4ff961.com.samsung.health.exercise.live_data.json,,2.2778578,com.sec.android.app.shealth,,,,,2024-05-19 15:15:00.000,37ce2e49-fba2-4ac1-8da6-3cda5c4ff961,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,1001000,,62660010,,,2024-05-19 15:16:19.000,1001,,,,,30001,,,62660010,,2024-05-19 15:35:22.695,2024-05-19 15:35:22.695,,,3.5277777,,,,1846,1749.41,,91.64,,,,UTC-0300,zygK3IiKBU,,,7fabd812-1a4d-4323-abfa-8037ab4a885b.com.samsung.health.exercise.live_data.json,,1.7476623,com.sec.android.app.shealth,,,,,2024-05-19 15:33:00.000,7fabd812-1a4d-4323-abfa-8037ab4a885b,,
,,,,,,,1,,,,,,,,,,,,,,,,,,,,58000,,62660010,,c7083ca6-ed52-086e-abfa-86bbd48dc6d4.com.samsung.health.exercise.location_data.json,2024-05-22 16:28:32.000,0,,,,,,,,62660010,,2024-05-22 16:45:06.787,2024-05-22 16:45:06.787,,,,,,,,0.0,,0.0,,,,UTC-0300,9T6hcRL67o,,,c7083ca6-ed52-086e-abfa-86bbd48dc6d4.com.samsung.health.exercise.live_data.json,,,com.sec.android.app.shealth,,,Workout,,2024-05-22 16:29:30.000,c7083ca6-ed52-086e-abfa-86bbd48dc6d4,,
57eb4089-1747-45a8-a797-6ed1e4ab42c5.live_data_internal.json,,0,,,,63.405125,,,,,57eb4089-1747-45a8-a797-6ed1e4ab42c5.sensing_status.json,4,,,,,,,,,,,,,,,686445,,62670070,,,2024-05-27 19:56:55.878,1001,,,,120.0,30001,,,62670070,142.0,2024-05-27 20:10:00.173,2024-05-27 20:10:00.173,,,1.5753337,100.95492,89.0,,1155,898.01,,63.0,122.0,,,UTC-0300,9cX1oNetDs,,,57eb4089-1747-45a8-a797-6ed1e4ab42c5.com.samsung.health.exercise.live_data.json,,1.3082038,com.sec.android.app.shealth,,,,,2024-05-27 20:08:44.449,57eb4089-1747-45a8-a797-6ed1e4ab42c5,,
60fb6c26-da12-4ecc-9054-bdffd96d5b08.live_data_internal.json,,0,,,,51.624344,,,,,60fb6c26-da12-4ecc-9054-bdffd96d5b08.sensing_status.json,4,,,,,,,,,,,,,,,747052,,62670070,,,2024-06-02 16:11:39.838,1001,,,,115.0,30001,,,62670070,136.0,2024-06-02 16:24:45.921,2024-06-02 16:24:45.921,,,1.2808707,73.81012,99.0,,919,630.22,,51.0,104.0,,,UTC-0300,9cX1oNetDs,,,60fb6c26-da12-4ecc-9054-bdffd96d5b08.com.samsung.health.exercise.live_data.json,,0.8436092,com.sec.android.app.shealth,,,,,2024-06-02 16:24:45.057,60fb6c26-da12-4ecc-9054-bdffd96d5b08,,
5711e14e-da6a-4d29-8baa-45e36e446424.live_data_internal.json,,0,,-47.86886,,105.635056,,,,,5711e14e-da6a-4d29-8baa-45e36e446424.sensing_status.json,1,,,,,,,,-24.628714,,,,5711e14e-da6a-4d29-8baa-45e36e446424.location_data_internal.json,,,1336325,,62670070,,5711e14e-da6a-4d29-8baa-45e36e446424.com.samsung.health.exercise.location_data.json,2024-06-02 16:24:45.058,1001,,25.284,245.285,127.0,30001,,13.799,62670070,141.0,2024-06-02 16:47:52.379,2024-06-02 16:47:52.379,,,2.148,103.58259,113.0,,2307,1739.544,,104.832,159.32,316.289,33.56,UTC-0300,9cX1oNetDs,,,5711e14e-da6a-4d29-8baa-45e36e446424.com.samsung.health.exercise.live_data.json,,1.3017372,com.sec.android.app.shealth,31.047,,,,2024-06-02 16:47:50.475,5711e14e-da6a-4d29-8baa-45e36e446424,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,778374,,62670070,,,2024-06-15 22:20:01.000,1001,,,,,30001,,,62670070,,2024-06-15 22:43:06.822,2024-06-15 22:43:06.822,,,2.3888888,,,,1345,1129.62,,47.89,,,,UTC-0300,XLy3VBYEN4,,,43f93a2e-ffc2-4b01-baf4-23559b10b5dd.com.samsung.health.exercise.live_data.json,,1.4512562,com.sec.android.app.shealth,,,,,2024-06-15 22:33:00.000,43f93a2e-ffc2-4b01-baf4-23559b10b5dd,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,658000,,62670070,,,2024-06-22 19:27:02.000,1001,,,,,30001,,,62670070,,2024-06-22 19:55:01.661,2024-06-22 19:55:01.661,,,1.7777778,,,,1201,878.07,,36.78,,,,UTC-0300,XLy3VBYEN4,,,02abcce8-a631-4137-87fc-9fd753416c44.com.samsung.health.exercise.live_data.json,,1.3344529,com.sec.android.app.shealth,,,,,2024-06-22 19:38:00.000,02abcce8-a631-4137-87fc-9fd753416c44,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,642000,,62670070,,,2024-06-11 14:54:18.000,1001,,,,,30001,,,62670070,,2024-06-11 15:06:13.270,2024-06-11 15:06:13.270,,,1.4444444,,,,1233,898.74,,37.13,,,,UTC-0300,XLy3VBYEN4,,,ffe1c1e8-edab-4cd2-90fe-6b006655f76e.com.samsung.health.exercise.live_data.json,,1.3999064,com.sec.android.app.shealth,,,,,2024-06-11 15:05:00.000,ffe1c1e8-edab-4cd2-90fe-6b006655f76e,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,652000,,62670070,,,2024-06-15 22:02:08.000,1001,,,,,30001,,,62670070,,2024-06-15 22:14:57.846,2024-06-15 22:14:57.846,,,1.9166666,,,,1190,961.08,,38.15,,,,UTC-0300,XLy3VBYEN4,,,9b2039bd-313b-4cfc-b6e9-39a3aeb6a161.com.samsung.health.exercise.live_data.json,,1.4740491,com.sec.android.app.shealth,,,,,2024-06-15 22:13:00.000,9b2039bd-313b-4cfc-b6e9-39a3aeb6a161,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,708000,,62670070,,,2024-06-27 14:27:12.000,1001,,,,,30001,,,62670070,,2024-06-27 14:46:30.716,2024-06-27 14:46:30.716,,,1.4444444,,,,1296,942.15,,38.89,,,,UTC-0300,XLy3VBYEN4,,,fe9ff44b-83ed-4241-b817-1e0bea850022.com.samsung.health.exercise.live_data.json,,1.3307203,com.sec.android.app.shealth,,,,,2024-06-27 14:39:00.000,fe9ff44b-83ed-4241-b817-1e0bea850022,,
,,,,,,,1,,,,,4,0,,0,,,,,,,,,,,,631000,,62670070,,,2024-06-27 15:23:29.000,1001,,,,,30001,,,62670070,,2024-06-27 15:37:23.866,2024-06-27 15:37:23.866,,,2.0,,,,1034,765.9,,32.3,,,,UTC-0300,XLy3VBYEN4,,,37710a66-5a81-4a74-af21-92f74aa7d5b3.com.samsung.health.exercise.live_data.json,,1.2137877,com.sec.android.app.shealth,,,,,2024-06-27 15:34:00.000,37710a66-5a81-4a74-af21-92f74aa7d5b3,,
