com.samsung.shealth.exercise.periodization_training_program,6307003,1
create_sh_ver,start_time,modify_sh_ver,update_time,create_time,program,time_offset,deviceuuid,pkg_name,datauuid
63060070,2025-12-10 14:24:00.594,63060070,2025-12-10 14:24:00.721,2025-12-10 14:24:00.721,8ded6c78-fc28-455c-a698-d7b5d8899819.program.json,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,8ded6c78-fc28-455c-a698-d7b5d8899819,
