com.samsung.shealth.tracker.floors_day_summary,6307003,1
create_sh_ver,binning_data,modify_sh_ver,update_time,create_time,floor_count,version_code,deviceuuid,pkg_name,datauuid,day_time
63060070,,63060070,2025-12-12 13:16:14.508,2025-12-12 13:16:14.508,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,5e8e12a1-1b75-4372-b60b-c90352430a6e,1708041600000,
63060070,,63060070,2025-12-12 13:16:14.530,2025-12-12 13:16:14.530,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,0c641689-dbbd-4ff6-91a8-14e536c47dbd,1714953600000,
63060070,,63060070,2025-12-12 13:16:14.541,2025-12-12 13:16:14.541,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,2e2108c3-475a-4799-9869-4eabaec0860b,1723593600000,
63060070,,63060070,2025-12-12 13:16:14.555,2025-12-12 13:16:14.555,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,05d66340-2a1b-4b56-9c52-09cfc36c9b8f,1721865600000,
63060070,,63060070,2025-12-12 13:16:14.568,2025-12-12 13:16:14.568,3,1,bvFPH0+ZC9,com.sec.android.app.shealth,e6e7dbf4-486e-43e5-a8f5-be8022ecc106,1727049600000,
63060070,,63060070,2025-12-12 13:16:14.579,2025-12-12 13:16:14.579,7,1,bvFPH0+ZC9,com.sec.android.app.shealth,acc212e3-28cc-4c1b-bd17-ad15593e39cd,1728864000000,
63060070,,63060070,2025-12-12 13:16:14.589,2025-12-12 13:16:14.589,3,1,bvFPH0+ZC9,com.sec.android.app.shealth,5329d89c-a5e9-4447-9d75-7511fd8780b6,1714435200000,
63060070,,63060070,2025-12-12 13:16:14.599,2025-12-12 13:16:14.599,8,1,bvFPH0+ZC9,com.sec.android.app.shealth,238ccd23-d208-4fa8-b70b-c9aa2a38a49a,1717891200000,
63060070,,63060070,2025-12-12 13:16:14.609,2025-12-12 13:16:14.609,2,1,bvFPH0+ZC9,com.sec.android.app.shealth,a510a74a-5aef-4505-a71f-121ae7b0ed8d,1723680000000,
63060070,,63060070,2025-12-12 13:16:14.619,2025-12-12 13:16:14.619,3,1,bvFPH0+ZC9,com.sec.android.app.shealth,717752e4-2536-4896-aefa-a5fdf850e5df,1725408000000,
63060070,,63060070,2025-12-12 13:16:14.629,2025-12-12 13:16:14.629,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,5daa10a0-07d0-44a3-9569-c85006b0b2ef,1721952000000,
63060070,,63060070,2025-12-12 13:16:14.636,2025-12-12 13:16:14.636,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,e7b9a7c5-8661-4c7c-a4d3-88479a2a0144,1718496000000,
63060070,,63060070,2025-12-12 13:16:14.643,2025-12-12 13:16:14.643,2,1,bvFPH0+ZC9,com.sec.android.app.shealth,322cf547-e9cc-4d61-b450-ba99c834555d,1703462400000,
63060070,,63060070,2025-12-12 13:16:14.653,2025-12-12 13:16:14.653,2,1,bvFPH0+ZC9,com.sec.android.app.shealth,8e4a9767-2121-4831-9e11-19f71352e704,1700006400000,
63060070,,63060070,2025-12-12 13:16:14.662,2025-12-12 13:16:14.662,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,1c8c263e-41c6-4aaa-815e-7ac8cc25a14f,1710374400000,
63060070,,63060070,2025-12-12 13:16:14.672,2025-12-12 13:16:14.672,5,1,bvFPH0+ZC9,com.sec.android.app.shealth,c562e6ef-d5d1-4100-8407-64c9750eeae9,1731196800000,
63060070,,63060070,2025-12-12 13:16:14.685,2025-12-12 13:16:14.685,10,1,bvFPH0+ZC9,com.sec.android.app.shealth,7d3a4f3a-7154-4df8-80c8-bfc2b77f0751,1706918400000,
63060070,,63060070,2025-12-12 13:16:14.695,2025-12-12 13:16:14.695,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,4ba0064a-2a6d-4b45-9610-a54387113e27,1706400000000,
63060070,,63060070,2025-12-12 13:16:14.703,2025-12-12 13:16:14.703,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,0b16d25a-2aba-4799-bbb1-cbf8d1ccabcc,1702944000000,
63060070,,63060070,2025-12-12 13:16:14.711,2025-12-12 13:16:14.711,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,6892700f-2819-4d51-9b29-d55be523c9c2,1715040000000,
63060070,,63060070,2025-12-12 13:16:14.721,2025-12-12 13:16:14.721,4,1,bvFPH0+ZC9,com.sec.android.app.shealth,ac9f8cbb-ebe0-4928-a3e3-d960d9066b12,1726531200000,
63060070,,63060070,2025-12-12 13:16:14.734,2025-12-12 13:16:14.734,7,1,bvFPH0+ZC9,com.sec.android.app.shealth,ea9d6634-0abd-4e34-addf-61a2575cb126,1716768000000,
63060070,,63060070,2025-12-12 13:16:14.750,2025-12-12 13:16:14.750,8,1,bvFPH0+ZC9,com.sec.android.app.shealth,c50b72dd-2962-4558-85ab-bfa1c7a8c853,1729987200000,
63060070,,63060070,2025-12-12 13:16:14.760,2025-12-12 13:16:14.760,4,1,bvFPH0+ZC9,com.sec.android.app.shealth,8875dfea-2479-43f1-a54e-8a2cb618b23a,1700611200000,
63060070,,63060070,2025-12-12 13:16:14.775,2025-12-12 13:16:14.775,2,1,bvFPH0+ZC9,com.sec.android.app.shealth,0b29aded-79b3-44fd-adbd-6e3856dcf26f,1721347200000,
63060070,,63060070,2025-12-12 13:16:14.788,2025-12-12 13:16:14.788,3,1,bvFPH0+ZC9,com.sec.android.app.shealth,c476bc3a-c3b9-432a-8c91-4ba40fdc172e,1724803200000,
63060070,,63060070,2025-12-12 13:16:14.800,2025-12-12 13:16:14.800,3,1,bvFPH0+ZC9,com.sec.android.app.shealth,17dd6f40-f263-470a-ac91-935bb0c2ad73,1719619200000,
63060070,,63060070,2025-12-12 13:16:14.822,2025-12-12 13:16:14.822,4,1,bvFPH0+ZC9,com.sec.android.app.shealth,00eff8ce-4fb5-4735-bcc3-1a44470d5e97,1705795200000,
63060070,,63060070,2025-12-12 13:16:14.842,2025-12-12 13:16:14.842,3,1,bvFPH0+ZC9,com.sec.android.app.shealth,b6058ec7-11ff-43b5-8540-5264603691e0,1698883200000,
63060070,,63060070,2025-12-12 13:16:14.873,2025-12-12 13:16:14.873,11,1,bvFPH0+ZC9,com.sec.android.app.shealth,eb5e4dca-449d-4aac-bdf0-756c8894b93c,1721433600000,
63060070,,63060070,2025-12-12 13:16:14.910,2025-12-12 13:16:14.910,5,1,bvFPH0+ZC9,com.sec.android.app.shealth,485b79e1-9cad-4cd2-8167-871c6ee1d80d,1719705600000,
63060070,,63060070,2025-12-12 13:16:14.944,2025-12-12 13:16:14.944,3,1,bvFPH0+ZC9,com.sec.android.app.shealth,b0cc6124-ed32-483b-af28-4ecadd3b8ff4,1700092800000,
63060070,,63060070,2025-12-12 13:16:14.969,2025-12-12 13:16:14.969,5,1,bvFPH0+ZC9,com.sec.android.app.shealth,4404e949-0bfc-454a-8f76-e87883c9424b,1703548800000,
63060070,,63060070,2025-12-12 13:16:15.001,2025-12-12 13:16:15.001,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,960a91d5-ed7f-41c7-92e3-9b9b63b57227,1715644800000,
63060070,,63060070,2025-12-12 13:16:15.037,2025-12-12 13:16:15.037,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,35957a98-7d14-4083-bb66-df31e102aea1,1723766400000,
63060070,,63060070,2025-12-12 13:16:15.080,2025-12-12 13:16:15.080,10,1,bvFPH0+ZC9,com.sec.android.app.shealth,1e2a0400-993f-45d0-8f5d-0e82d4cb4853,1730678400000,
63060070,,63060070,2025-12-12 13:16:15.114,2025-12-12 13:16:15.114,6,1,bvFPH0+ZC9,com.sec.android.app.shealth,de0d74b4-10eb-4dc6-aeea-fe34b966f155,1699488000000,
63060070,,63060070,2025-12-12 13:16:15.162,2025-12-12 13:16:15.162,9,1,bvFPH0+ZC9,com.sec.android.app.shealth,d91995c4-2e12-4f37-a076-54688c8e1dce,1722038400000,
63060070,,63060070,2025-12-12 13:16:15.195,2025-12-12 13:16:15.195,10,1,bvFPH0+ZC9,com.sec.android.app.shealth,c06f7d45-25a7-4946-b51c-dfad24cc0300,1720310400000,
63060070,,63060070,2025-12-12 13:16:15.228,2025-12-12 13:16:15.228,8,1,bvFPH0+ZC9,com.sec.android.app.shealth,987f5f31-f304-4cda-b368-8353e6d5b34b,1697241600000,
63060070,,63060070,2025-12-12 13:16:15.263,2025-12-12 13:16:15.263,1,1,bvFPH0+ZC9,com.sec.android.app.shealth,687f9e81-6410-49d1-9ef5-238e403af86e,1698969600000,
63060070,,63060070,2025-12-12 13:16:15.324,2025-12-12 13:16:15.324,12,1,bvFPH0+ZC9,com.sec.android.app.shealth,775716df-180a-4308-9be6-83455fb8937d,1719100800000,
63060070,,63060070,2025-12-12 13:16:15.367,2025-12-12 13:16:15.367,3,1,bvFPH0+ZC9,com.sec.android.app.shealth,18cf2ce5-e064-4994-ba41-4599b3ad9172,1702425600000,
63060070,,63060070,2025-12-12 13:16:15.418,2025-12-12 13:16:15.418,8,1,bvFPH0+ZC9,com.sec.android.app.shealth,02801d1b-fff2-41e9-8ba7-f8fa04271dfa,1705881600000,
63060070,,63060070,2025-12-12 13:16:15.464,2025-12-12 13:16:15.464,4,1,bvFPH0+ZC9,com.sec.android.app.shealth,d002a576-e78d-4f82-abb9-41e141d9bf31,1717977600000,
63060070,,63060070,2025-12-12 13:16:15.513,2025-12-12 13:16:15.513,15,1,bvFPH0+ZC9,com.sec.android.app.shealth,eac36e08-0326-4a94-bdc2-a81ec3bd03c2,1730073600000,
63060070,,63060070,2025-12-12 13:16:15.562,2025-12-12 13:16:15.562,9,1,bvFPH0+ZC9,com.sec.android.app.shealth,1e355a0c-9a57-4f3c-84c7-93d8b109c31b,1726617600000,
63060070,1a0c1717-8210-418d-9097-83a8544ad607.binning_data.json,63070030,2025-12-16 01:01:39.786,2025-12-13 11:47:53.115,18,2,bvFPH0+ZC9,com.sec.android.app.shealth,1a0c1717-8210-418d-9097-83a8544ad607,1765584000000,
63070030,254f65f2-e724-43b3-b4b1-2e2c1697922b.binning_data.json,63070030,2025-12-16 01:01:39.699,2025-12-16 01:01:39.699,3,2,bvFPH0+ZC9,com.sec.android.app.shealth,254f65f2-e724-43b3-b4b1-2e2c1697922b,1765756800000,
