com.samsung.shealth.insight.message_notification,6307003,1
message_id,device_type,status,update_time,create_time,time_offset,deviceuuid,pkg_name,issue_time,datauuid
Sleep_Weekly_2_2_new,1,1,2024-07-26 13:22:48.204,2024-07-26 13:22:48.204,UTC-0300,XLy3VBYEN4,com.sec.android.app.shealth,,4feee394-f903-415f-8645-4e3e9347361c,
Sleep_Weekly_2_2_new,1,1,2024-07-26 13:22:48.244,2024-07-26 13:22:48.244,UTC-0300,XLy3VBYEN4,com.sec.android.app.shealth,,3214808f-3047-4fc3-9c23-f783345c3a1c,
