com.samsung.shealth.exercise.periodization_training_schedule,6307003,1
create_sh_ver,start_time,coach_id,status,schedule,modify_sh_ver,update_time,create_time,type,time_offset,deviceuuid,pkg_name,program_uuid,datauuid
63060070,2025-12-10 14:24:00.594,mj03o5si_yp,1,e35d6da3-9e1d-4a3d-98db-c1d6f58e0e14.schedule.json,63060070,2025-12-10 14:24:00.768,2025-12-10 14:24:00.768,1,UTC-0300,bvFPH0+ZC9,com.sec.android.app.shealth,8ded6c78-fc28-455c-a698-d7b5d8899819,e35d6da3-9e1d-4a3d-98db-c1d6f58e0e14,
